SITE_ID,day_group,year,LATITUDE_x,LONGITUDE_x,srad_mean,tmmn_mean,tmmx_mean,vpd_mean,Fpar_500m_mean,Lai_500m_mean,ee_elevation_mean,elevation_diff_mean,water_mean_mean,trees_mean_mean,grass_mean_mean,flooded_vegetation_mean_mean,crops_mean_mean,shrub_and_scrub_mean_mean,built_mean_mean,bare_mean_mean,snow_and_ice_mean_mean,label_mean_mean,label_argmax_numeric_mean,GPP_mean,GPP_sum
US-Ro5,26,2020,44.691,-93.0576,263.32499885,289.01249695,300.787498475,0.8187500034374999,84.3032487125,35.69115748875,283.4477213,0.447721300000012,0.03971006413,0.07458389361,0.1265975085,0.02721220372,0.5456690534,0.04284408717,0.04212680069,0.06134103981,0.03987631013,3.933486734,4.0,0.0,0.0
US-Ro5,26,2021,44.691,-93.0576,243.9000015375,289.9625053375,302.4374961875,1.533749990175,70.34530981500001,21.90210843375,283.4477213,0.447721300000012,0.03458014088,0.04485126984,0.09333828456,0.02939715302,0.6250023981,0.03705147163,0.03581493669,0.06119258332,0.03873424249,4.0,4.0,0.0,0.0
US-Ro5,27,2017,44.691,-93.0576,220.3125038375,285.7875022875,296.63749695,0.6612499933475,78.1740533525,28.70869191125,283.4477213,0.447721300000012,0.03340051039,0.06122138652,0.09889372306,0.02977435751,0.626162686,0.03220672863,0.03804124724,0.04381369589,0.03644822817,4.0,4.0,0.0,0.0
US-Ro5,27,2018,44.691,-93.0576,236.9500026625,290.01249695,301.3250007625,0.8449999950375,74.2559165225,27.01957831,283.4477213,0.447721300000012,0.04684766721,0.1425011642,0.08523099082,0.0281304886,0.5333043814,0.03157548196,0.04413836505,0.0478515608,0.04038113383,3.751918505,4.0,691.738754480875,5533.910035847
US-Ro5,27,2019,44.691,-93.0576,240.96249961875,289.6250038125,300.8624992375,0.9037499949875,79.516243545,30.73730636625,283.4477213,0.447721300000012,0.06493410167,0.03499270895,0.1054239964,0.02957476556,0.5049760572,0.04097341203,0.05002122822,0.1078840999,0.06118121444,4.597727746,4.0,0.0,0.0
US-Ro5,27,2020,44.691,-93.0576,244.9625015375,287.5874977125,298.6875,0.62624999135,76.067555935,27.99246988375,283.4477213,0.447721300000012,0.03971006413,0.07458389361,0.1265975085,0.02721220372,0.5456690534,0.04284408717,0.04212680069,0.06134103981,0.03987631013,3.933486734,4.0,0.0,0.0
US-Ro5,27,2021,44.691,-93.0576,237.099996575,291.3875007625,300.8750038125,1.060000013525,68.70761618125,20.63500430625,283.4477213,0.447721300000012,0.03458014088,0.04485126984,0.09333828456,0.02939715302,0.6250023981,0.03705147163,0.03581493669,0.06119258332,0.03873424249,4.0,4.0,0.0,0.0
US-Ro5,28,2017,44.691,-93.0576,198.71250056875,286.599998475,297.19999695,0.5500000007625,77.22030981375,28.1020869225,283.4477213,0.447721300000012,0.03340051039,0.06122138652,0.09889372306,0.02977435751,0.626162686,0.03220672863,0.03804124724,0.04381369589,0.03644822817,4.0,4.0,0.0,0.0
US-Ro5,28,2018,44.691,-93.0576,246.1000061125,290.674995425,303.1124992375,1.226249977875,70.43879087375001,20.303679005,283.4477213,0.447721300000012,0.04684766721,0.1425011642,0.08523099082,0.0281304886,0.5333043814,0.03157548196,0.04413836505,0.0478515608,0.04038113383,3.751918505,4.0,772.519716935125,6180.157735481
US-Ro5,28,2019,44.691,-93.0576,230.7125015375,288.674995425,299.0749931375,0.6549999918875,83.547654905,35.886080033750005,283.4477213,0.447721300000012,0.06493410167,0.03499270895,0.1054239964,0.02957476556,0.5049760572,0.04097341203,0.05002122822,0.1078840999,0.06118121444,4.597727746,4.0,0.0,0.0
US-Ro5,28,2020,44.691,-93.0576,241.075000775,288.3124961875,299.962501525,0.741249989775,78.92803356375,29.72493545625,283.4477213,0.447721300000012,0.03971006413,0.07458389361,0.1265975085,0.02721220372,0.5456690534,0.04284408717,0.04212680069,0.06134103981,0.03987631013,3.933486734,4.0,0.0,0.0
US-Ro5,28,2021,44.691,-93.0576,259.7625007625,288.2000007625,302.1749992375,1.583749994625,69.77689328625,21.65684165,283.4477213,0.447721300000012,0.03458014088,0.04485126984,0.09333828456,0.02939715302,0.6250023981,0.03705147163,0.03581493669,0.06119258332,0.03873424249,4.0,4.0,0.0,0.0
US-Ro5,29,2017,44.691,-93.0576,214.25,287.1499939,297.2749977125,0.5999999959,75.64231927750001,23.3483218625,283.4477213,0.447721300000012,0.03340051039,0.06122138652,0.09889372306,0.02977435751,0.626162686,0.03220672863,0.03804124724,0.04381369589,0.03644822817,4.0,4.0,0.0,0.0
US-Ro5,29,2018,44.691,-93.0576,202.112499225,288.349998475,298.7500038125,0.829999996425,76.9195352825,26.61736231,283.4477213,0.447721300000012,0.04684766721,0.1425011642,0.08523099082,0.0281304886,0.5333043814,0.03157548196,0.04413836505,0.0478515608,0.04038113383,3.751918505,4.0,506.51979530975,4052.158362478
US-Ro5,29,2019,44.691,-93.0576,217.8624973,287.23750305,297.450004575,0.6337499991125,75.0466867475,26.94341652125,283.4477213,0.447721300000012,0.06493410167,0.03499270895,0.1054239964,0.02957476556,0.5049760572,0.04097341203,0.05002122822,0.1078840999,0.06118121444,4.597727746,4.0,0.0,0.0
US-Ro5,29,2020,44.691,-93.0576,236.6875,290.8124961875,303.11250305,1.1124999821,78.96267211874999,29.32003011875,283.4477213,0.447721300000012,0.03971006413,0.07458389361,0.1265975085,0.02721220372,0.5456690534,0.04284408717,0.04212680069,0.06134103981,0.03987631013,3.933486734,4.0,0.0,0.0
US-Ro5,29,2021,44.691,-93.0576,228.549999225,289.0625,301.1874961875,1.003750000225,63.34305077375,18.31206970625,283.4477213,0.447721300000012,0.03458014088,0.04485126984,0.09333828456,0.02939715302,0.6250023981,0.03705147163,0.03581493669,0.06119258332,0.03873424249,4.0,4.0,0.0,0.0
US-Ro5,30,2017,44.691,-93.0576,211.1124992375,285.049995425,297.6499977125,0.7012500018125,78.51226334,24.12639845,283.4477213,0.447721300000012,0.039867884065,0.055115056375,0.088270713945,0.030936539535,0.6166475567,0.038426048175,0.0374180561,0.056262258705,0.03701836871,4.0,4.0,0.0,0.0
US-Ro5,30,2018,44.691,-93.0576,186.999994275,287.2374992375,296.450004575,0.546250002425,76.01559810500001,22.85219449375,283.4477213,0.447721300000012,0.04732906434,0.13153597405,0.06756081987,0.030361389375,0.46753609895,0.04234665642,0.04464174884,0.0738273846199999,0.094821963765,4.1929129255,4.0,401.3760195045,3211.008156036
US-Ro5,30,2019,44.691,-93.0576,212.75,286.1749992375,297.224998475,0.65624999255,73.49838640624999,21.50785284125,283.4477213,0.447721300000012,0.0558282499,0.03497064171,0.0800787569049999,0.029970219275,0.5730167260500001,0.04038770021,0.0384427003299999,0.09642782653,0.050838918015,4.298863873,4.0,0.0,0.0
US-Ro5,30,2020,44.691,-93.0576,216.899999625,286.6000022875,298.8125,0.96374999735,77.4869836525,25.97127797125,283.4477213,0.447721300000012,0.04149656744875,0.0829816684124999,0.1098193958775,0.0358291196875,0.5116765498625,0.04921053475875,0.0407337610475,0.06639353002125,0.0618201161375,3.902094780125,4.0,0.0,0.0
US-Ro5,30,2021,44.691,-93.0576,189.54999923125,288.75,298.3125,0.6075000017250001,70.90243115125,19.34197504375,283.4477213,0.447721300000012,0.0390318132949999,0.055250142525,0.083404158665,0.03136592718,0.6128591841,0.0393571665,0.035491288025,0.06492419417,0.03827857174,3.882005314,4.0,0.0,0.0
US-Ro5,31,2017,44.691,-93.0576,191.5124969625,282.9249992375,295.6875,0.7549999877875,71.0067771125,18.61542598625,283.4477213,0.447721300000012,0.04633525774,0.04900872623,0.07764770483,0.03209872156,0.6071324274,0.04464536772,0.03679486496,0.06871082152,0.03758850925,4.0,4.0,0.0,0.0
US-Ro5,31,2018,44.691,-93.0576,202.8374976875,284.849998475,297.1874961875,0.7137499954225,71.06551205125,18.52786144875,283.4477213,0.447721300000012,0.04781046147,0.1205707839,0.04989064892,0.03259229015,0.4017678165,0.05311783088,0.04514513263,0.09980320844,0.1492627937,4.633907346,4.0,449.3588108605,3594.870486884
US-Ro5,31,2019,44.691,-93.0576,163.1874980875,285.862495425,294.7250022875,0.4537499956875,72.95374354375,19.718265925,283.4477213,0.447721300000012,0.04672239813,0.03494857447,0.05473351741,0.03036567299,0.6410573949,0.03980198839,0.02686417244,0.08497155316,0.04049662159,4.0,4.0,0.0,0.0
US-Ro5,31,2020,44.691,-93.0576,176.08749963,280.525001525,291.125,0.5687500051725,62.6277969,14.92362306,283.4477213,0.447721300000012,0.04447407298,0.09697795975,0.08185587484,0.0501906463,0.4550223773,0.05982128074,0.03841202831,0.07481434704,0.09839312615,3.849774857,4.0,0.0,0.0
US-Ro5,31,2021,44.691,-93.0576,213.5374984875,284.775001525,298.424995425,0.79875000565,69.678141135,18.07314974375,283.4477213,0.447721300000012,0.04348348571,0.06564901521,0.07347003277,0.03333470134,0.6007159701,0.04166286137,0.03516763936,0.06865580502,0.03782290099,3.764010628,4.0,0.0,0.0
US-Ro5,32,2017,44.691,-93.0576,182.39999865875,286.9750022875,298.4749946625,0.9474999831,53.85445352875,11.17663510875,283.4477213,0.447721300000012,0.04633525774,0.04900872623,0.07764770483,0.03209872156,0.6071324274,0.04464536772,0.03679486496,0.06871082152,0.03758850925,4.0,4.0,0.0,0.0
US-Ro5,32,2018,44.691,-93.0576,187.0250034375,290.4624977125,300.51249695,0.77124999321625,53.79959122375,11.75774526375,283.4477213,0.447721300000012,0.04781046147,0.1205707839,0.04989064892,0.03259229015,0.4017678165,0.05311783088,0.04514513263,0.09980320844,0.1492627937,4.633907346,4.0,325.731324965375,2605.850599723
US-Ro5,32,2019,44.691,-93.0576,179.1125001875,287.4000053375,298.262504575,0.5487499881595,61.0822934625,13.591544755,283.4477213,0.447721300000012,0.04672239813,0.03494857447,0.05473351741,0.03036567299,0.6410573949,0.03980198839,0.02686417244,0.08497155316,0.04049662159,4.0,4.0,0.0,0.0
US-Ro5,32,2020,44.691,-93.0576,172.1125001975,281.0499992375,292.6375007625,0.546249996875,58.8641351125,12.59208261625,283.4477213,0.447721300000012,0.04447407298,0.09697795975,0.08185587484,0.0501906463,0.4550223773,0.05982128074,0.03841202831,0.07481434704,0.09839312615,3.849774857,4.0,0.0,0.0
US-Ro5,32,2021,44.691,-93.0576,193.5375003875,283.375,298.2500038125,0.87749999765,61.636833047500005,13.49311531875,283.4477213,0.447721300000012,0.04348348571,0.06564901521,0.07347003277,0.03333470134,0.6007159701,0.04166286137,0.03516763936,0.06865580502,0.03782290099,3.764010628,4.0,0.0,0.0
US-Ro5,33,2017,44.691,-93.0576,170.23750115,286.412498475,298.237495425,0.7500000074875,50.04593373875,9.79765490475,283.4477213,0.447721300000012,0.04633525774,0.04900872623,0.07764770483,0.03209872156,0.6071324274,0.04464536772,0.03679486496,0.06871082152,0.03758850925,4.0,4.0,0.0,0.0
US-Ro5,33,2018,44.691,-93.0576,144.34999848249998,280.599998475,291.4125022875,0.4262500051375,47.70191479875,9.434165232,283.4477213,0.447721300000012,0.04781046147,0.1205707839,0.04989064892,0.03259229015,0.4017678165,0.05311783088,0.04514513263,0.09980320844,0.1492627937,4.633907346,4.0,160.2348874965,1281.879099972
US-Ro5,33,2019,44.691,-93.0576,176.48750115,284.512504575,296.0874977125,0.5575000084875,55.00591652625,11.9706325325,283.4477213,0.447721300000012,0.04672239813,0.03494857447,0.05473351741,0.03036567299,0.6410573949,0.03980198839,0.02686417244,0.08497155316,0.04049662159,4.0,4.0,0.0,0.0
US-Ro5,33,2020,44.691,-93.0576,181.7499999875,285.224998475,297.750007625,0.8824999928125,50.17007314875,9.59025387275,283.4477213,0.447721300000012,0.04447407298,0.09697795975,0.08185587484,0.0501906463,0.4550223773,0.05982128074,0.03841202831,0.07481434704,0.09839312615,3.849774857,4.0,0.0,0.0
