SITE_ID,START_DATE,END_DATE,water_mean,trees_mean,grass_mean,flooded_vegetation_mean,crops_mean,shrub_and_scrub_mean,built_mean,bare_mean,snow_and_ice_mean,label_mean,EXTENDED_END_DATE
US-CMW,2020-3-2,2020-5-31,0.03260350868,0.3779686354,0.05129758504,0.02589910208,0.05072333148,0.3464772515,0.02696360136,0.05993213218,0.02809655052,3.651795284,
US-Me2,2020-3-2,2020-5-31,0.03261717792,0.63747893,0.05333258186,0.03374002762,0.02798451975,0.1003380827,0.03271397878,0.04633381197,0.03542302566,1,
US-Me6,2019-6-1,2019-8-31,0.03263045336,0.3226391296,0.03239358004,0.03135709944,0.04909275762,0.4106150675,0.03291984571,0.06323099015,0.02508213015,3.933202255,
US-LL2,2016-6-1,2016-8-31,0.03263047479,0.7315356749,0.03701715031,0.03112144283,0.02783643274,0.04232664064,0.03123115611,0.03497282437,0.03129116333,1,
US-SRG,2017-12-1,2018-3-1,0.03263230067,0.04264132888,0.04595734881,0.02753741335,0.2328052896,0.3737641837,0.04111895508,0.1705370502,0.03296631461,4.920702881,
US-Ro2,2016-6-1,2016-8-31,0.03266728393,0.424604715,0.2188632585,0.04526078706,0.110912175,0.07120404505,0.02603251983,0.03645580106,0.03395832274,1.021948219,
US-SRG,2022-3-2,2022-5-31,0.03268382713,0.0372822481,0.0547842964,0.03201086748,0.08588328321,0.4244081601,0.03917746753,0.2585666979,0.03516322571,5,
US-LL2,2015-12-1,2016-3-1,0.03269158888,0.6903140442,0.03634021038,0.02723745804,0.02991245972,0.08169668491,0.03495272173,0.03870529693,0.02811337679,1,
US-CS5,2021-6-1,2021-8-31,0.03277527453,0.05325386473,0.2860153203,0.04159302342,0.4466274677,0.02912088586,0.03760826561,0.03109980068,0.04186680376,3.938217173,
US-Ton,2019-9-1,2019-11-30,0.03279337204,0.4255201732,0.03812203058,0.02610447339,0.04071304201,0.2940181132,0.03600669173,0.06761025939,0.03907261617,1.900473456,
US-CdM,2019-3-2,2019-5-31,0.03280114047,0.0536756877,0.04971672233,0.02693490885,0.1023294442,0.4103373136,0.03684931893,0.2514919364,0.03582309366,5.124198918,
US-CMW,2021-3-2,2021-5-31,0.03282779392,0.2696426801,0.04872807921,0.02489301539,0.06491451943,0.4061111324,0.02448398173,0.1017804015,0.02657944736,4.032247094,
US-Twt,2016-9-1,2016-11-30,0.03284519686,0.05268999483,0.251382518,0.04431400764,0.4604472081,0.05462440039,0.03529862217,0.03743421939,0.03092470521,3.949922625,
US-Me2,2016-9-1,2016-11-30,0.03285729231,0.7293572933,0.03184303405,0.02892689108,0.02877660385,0.05023977371,0.03049821065,0.0382493431,0.02921647749,1,
US-LL2,2016-9-1,2016-11-30,0.03289209832,0.6858219432,0.03941831496,0.02787698766,0.02847164652,0.07137966116,0.04014719372,0.04473512826,0.02922069854,1,
US-Ro6,2019-9-1,2019-11-30,0.03290838519,0.03904670766,0.2974429096,0.05458016699,0.4240859729,0.03673480928,0.04353377749,0.03067907285,0.0409493048,3.666666667,
US-LL3,2015-12-1,2016-3-1,0.03291233729,0.5344624558,0.04252590665,0.0257386646,0.04359943775,0.1911066036,0.04254361636,0.0578548465,0.02921836018,1,
US-UMd,2019-9-1,2019-11-30,0.03292318572,0.7049139943,0.03721659042,0.02972131604,0.02579964769,0.05644525848,0.03810535716,0.04207470303,0.03276407543,1,
US-LL2,2016-12-1,2017-3-1,0.03293126714,0.642409168,0.04221402213,0.02797136134,0.02934536028,0.1133297607,0.03956778738,0.04441671694,0.02777829956,1,
US-Los,2018-9-1,2018-11-30,0.03294063208,0.4702044437,0.1001035844,0.02941935887,0.03710782883,0.2036842455,0.04062651169,0.05412184381,0.03175218733,2.333333333,
US-LL1,2017-3-2,2017-5-31,0.03300696911,0.5915124413,0.04600611544,0.02859533174,0.0350510688,0.154016125,0.03842802473,0.04281918488,0.03052831369,1,
US-Bi1,2021-9-1,2021-11-30,0.03303138273,0.07680950859,0.2398242822,0.03801549549,0.4604133941,0.03807743615,0.04335338925,0.02836702042,0.04206993434,3.395195046,
US-CMW,2021-9-1,2021-11-30,0.03303636056,0.6927823076,0.03413575607,0.02328073129,0.03765305815,0.08290441391,0.03189631154,0.03622315214,0.02805197501,1,
US-KFS,2019-9-1,2019-11-30,0.03309007329,0.0390862167,0.2884406837,0.05137370135,0.04272522067,0.2817712301,0.03183479252,0.1982260228,0.03341213715,4.414855903,
US-LL3,2017-9-1,2017-11-30,0.03310469163,0.6643134475,0.03779643192,0.02750562826,0.03184554407,0.09138801348,0.03741939954,0.04703383659,0.02955586801,1,
US-Var,2020-12-1,2021-3-1,0.03312862487,0.06281937075,0.3948503669,0.03126746089,0.08680095498,0.2140407504,0.03406649788,0.09689083291,0.04609445603,2.029547767,
US-ICs,2017-6-1,2017-8-31,0.03313051463,0.2557946509,0.1491937465,0.04203712213,0.04090416284,0.2833404631,0.03939217939,0.122672339,0.0334943801,2.836518508,
US-Sne,2016-6-1,2016-8-31,0.03313121552,0.09409371376,0.1549267636,0.04412385522,0.2475836355,0.1385500592,0.1889354942,0.05874025111,0.0398724218,4.537462305,
US-Syv,2016-3-2,2016-5-31,0.03315558134,0.5199674031,0.07100566142,0.02450762563,0.03920329751,0.1814536477,0.04042057659,0.05697777142,0.03326997492,1,
US-Bi1,2017-6-1,2017-8-31,0.03321977911,0.08519678285,0.2491039237,0.02875128437,0.4212286073,0.05052900422,0.04101452479,0.04365530364,0.04726149369,3.389366732,
US-LL2,2017-12-1,2018-3-1,0.0332445932,0.6820897398,0.03688982017,0.02689905029,0.02914011769,0.08490674928,0.03836502351,0.03988482344,0.02854380244,1,
US-Me6,2016-3-2,2016-5-31,0.03325003795,0.2629546839,0.03266897921,0.03314253748,0.05230777863,0.4546396658,0.0333634574,0.07376221682,0.02387128426,4.70581391,
US-CdM,2020-9-1,2020-11-30,0.03325155944,0.03267765059,0.05854766653,0.02615404048,0.2011392117,0.3659011026,0.03702783876,0.2116403537,0.03362016613,5.032405921,
US-UMd,2018-9-1,2018-11-30,0.03329638951,0.7265512005,0.03458237509,0.03085749978,0.02919457422,0.04200451043,0.03305161866,0.03799387547,0.03243250472,1,
US-WCr,2021-9-1,2021-11-30,0.03330868993,0.6082190842,0.0477157803,0.02531007848,0.03089642952,0.1045921225,0.03861723575,0.07919563961,0.03210715185,1.392538746,
US-CMW,2021-6-1,2021-8-31,0.03331150228,0.6574235019,0.04736197143,0.02818593364,0.05190372616,0.07239457517,0.04240387858,0.02937163715,0.03760639354,1,
US-Var,2017-12-1,2018-3-1,0.03331880276,0.1312838308,0.3676869564,0.02687949229,0.08275907672,0.2220870927,0.03317657854,0.06161901524,0.04114892416,2.715358057,
US-LL3,2016-9-1,2016-11-30,0.03333495843,0.5870233493,0.04276493253,0.02637756211,0.03631804502,0.1457155104,0.04390163028,0.05414389128,0.03038230328,1,
US-Srr,2016-3-2,2016-5-31,0.03336825555,0.3460070372,0.1824680116,0.03268801929,0.1298534405,0.1503804466,0.03558004878,0.05306567683,0.036549223,1.603338485,
US-UMd,2020-3-2,2020-5-31,0.03339114845,0.3903565206,0.0605709759,0.02535180832,0.04542465135,0.1573941148,0.02895232542,0.05256918109,0.2059516553,3.102765383,
US-Ro5,2017-6-1,2017-8-31,0.03340051039,0.06122138652,0.09889372306,0.02977435751,0.626162686,0.03220672863,0.03804124724,0.04381369589,0.03644822817,4,
US-BZo,2019-12-1,2020-3-1,0.03340113805,0.02437836349,0.02572558287,0.02612289953,0.02715371023,0.022434316,0.03746496598,0.07086172387,0.7324237565,8,
US-CMW,2019-3-2,2019-5-31,0.03345796148,0.2883764982,0.05483278411,0.0252244053,0.06406919527,0.3938810292,0.02489379103,0.08838177506,0.02684343372,3.7328023,
US-LL1,2018-6-1,2018-8-31,0.03346181215,0.7181821273,0.04301293546,0.03005049432,0.03018114286,0.04960728811,0.02988261738,0.03428334086,0.03130238815,1,
US-Me6,2016-6-1,2016-8-31,0.03348464643,0.2759074157,0.03780494605,0.02964246362,0.07956202474,0.4143735738,0.03755709609,0.06771114056,0.02391835537,4.971287017,
US-Me6,2020-3-2,2020-5-31,0.03352330303,0.2774484496,0.03430431328,0.03429984543,0.04880295636,0.4431521245,0.03428504387,0.06864744876,0.02549672388,4.8886762,
US-Ro4,2021-6-1,2021-8-31,0.03354044105,0.1383633454,0.3974555807,0.04181991082,0.1839528498,0.09224793158,0.03419460062,0.04061967119,0.0377657127,2.251606868,
US-Tw1,2016-6-1,2016-8-31,0.03360774832,0.07187795159,0.07124087726,0.5870421643,0.05263087384,0.08517558079,0.03559186508,0.02807811159,0.03471685199,2.988235294,
US-LL1,2020-6-1,2020-8-31,0.0336395189,0.7102310742,0.04448637928,0.0343103243,0.03102241589,0.05275266008,0.02660376771,0.03522635559,0.03169159985,1,
US-Uaf,2018-6-1,2018-8-31,0.03370445304,0.5190474097,0.1180950476,0.03572696114,0.02991911626,0.1408048449,0.03291498282,0.05472244643,0.03502543487,1.373639595,
US-SRG,2021-6-1,2021-8-31,0.03370785126,0.1080977001,0.2416889984,0.03435390614,0.07362999717,0.260836128,0.03632274826,0.1717404243,0.03958233101,3.785787396,
US-LL2,2017-9-1,2017-11-30,0.03376141153,0.7196569045,0.0351677512,0.03039291215,0.0287617874,0.04866647366,0.03448265704,0.03838260333,0.03069142561,1,
US-Me2,2020-6-1,2020-8-31,0.03377565045,0.5743861809,0.03829469875,0.02608299443,0.03310824366,0.1119304877,0.05917648182,0.04813085174,0.07507720262,1.8,
US-Me6,2019-12-1,2020-3-1,0.03381307951,0.4048088075,0.03960678148,0.03043473648,0.0310902902,0.2130041928,0.03687528023,0.04275175738,0.1675777544,2.40013512,
US-Srr,2017-3-2,2017-5-31,0.03382536584,0.2395731033,0.2442792585,0.04452053618,0.1721507161,0.1529655137,0.03953463315,0.03898974016,0.03411990239,1.908709428,
US-LS1,2016-6-1,2016-8-31,0.03382995226,0.03691924461,0.4431832881,0.03842133743,0.2119860366,0.1221352595,0.03208712401,0.05137620829,0.03002177171,2.5,
US-Me6,2017-3-2,2017-5-31,0.0338549321,0.2728591628,0.03707273987,0.03011653536,0.05247491622,0.4444723242,0.03151617588,0.07324622829,0.02434908855,4.913861052,
US-Me6,2020-6-1,2020-8-31,0.03387205337,0.341565363,0.02928809215,0.03143364767,0.05096707648,0.3980286055,0.03340129442,0.05614439153,0.02526053365,3.581308411,
US-Me6,2018-6-1,2018-8-31,0.03395259472,0.3322482987,0.03258727367,0.03230112926,0.06803819054,0.3677066523,0.04469491987,0.06085532481,0.02757646666,3.602565546,
US-Ne2,2016-6-1,2016-8-31,0.03399920774,0.06117182033,0.1345667359,0.03786172241,0.4824729932,0.06311609979,0.04039802808,0.09928915256,0.04708423574,4,
US-KFS,2018-9-1,2018-11-30,0.03402781936,0.05128840653,0.3870756316,0.06975999097,0.06507003461,0.2369308625,0.03376968437,0.0892953504,0.03274231193,2.601240793,
US-ICs,2020-12-1,2021-3-1,0.03404120597,0.02269253597,0.02624075068,0.02730237693,0.0331829477,0.02671025511,0.05656684605,0.09824775279,0.6749769711,8,
US-CdM,2020-6-1,2020-8-31,0.03404695883,0.02524619465,0.0674334795,0.0255025211,0.273056141,0.2640977933,0.03221269228,0.2440200605,0.03434390252,5.163835384,
US-SRG,2022-6-1,2022-8-31,0.03407393792,0.07226886446,0.1814738935,0.03571124957,0.09816756587,0.3409899367,0.04111708146,0.1521372018,0.04401980106,4.360112836,
US-KFS,2017-9-1,2017-11-30,0.0340806141,0.07731908525,0.2640783528,0.04915696104,0.1123109448,0.2754053768,0.03704509778,0.1075520381,0.04301042975,3.681497684,
US-Me6,2021-6-1,2021-8-31,0.03408775286,0.3488686408,0.02871230554,0.03620465824,0.06418188153,0.3682013109,0.03911590456,0.05259665188,0.02799193397,3.53855465,
US-LL1,2015-12-1,2016-3-1,0.03410930652,0.7023597544,0.0373347739,0.03039093432,0.03095308525,0.06036690042,0.03381541878,0.040390447,0.03024276323,1,
US-LL1,2019-3-2,2019-5-31,0.03413992305,0.461620727,0.06113518385,0.03251355123,0.0369793178,0.232349722,0.05090861302,0.05185149656,0.03846267403,1.909985132,
US-LL3,2017-12-1,2018-3-1,0.03414061276,0.5586315556,0.04036709261,0.02721322597,0.03756515067,0.1727472326,0.04385610425,0.05596073221,0.02948031249,1,
US-Rpf,2021-6-1,2021-8-31,0.03414299126,0.7049086177,0.04489490462,0.02839842164,0.03575068571,0.05467515106,0.03049535996,0.03589429742,0.03080311755,1,
US-LL1,2018-12-1,2019-3-1,0.03416689682,0.6746134222,0.04117259054,0.03218940594,0.02971157289,0.07844663459,0.03382232609,0.0460637419,0.02977648121,1,
US-ICh,2016-6-1,2016-8-31,0.03419437145,0.1163176218,0.2573182677,0.03701167601,0.03078912044,0.18745083,0.03561898535,0.07318659553,0.228073422,4.014638767,
US-ICs,2021-6-1,2021-8-31,0.03421350918,0.1590851068,0.1767357758,0.03994386666,0.04111133704,0.2205755864,0.03164284519,0.0688951185,0.2277578472,4.961546945,
US-Ro6,2019-6-1,2019-8-31,0.03422453819,0.1290189952,0.2022423941,0.03742509928,0.4275057164,0.04727394116,0.0407140265,0.03936066299,0.04219587336,3.330194926,
US-Me2,2017-12-1,2018-3-1,0.03422718247,0.7220691149,0.03264812473,0.04543659583,0.02613334968,0.04943417826,0.02361616421,0.03647403273,0.0299246024,1,
US-SRG,2020-12-1,2021-3-1,0.03423748101,0.0416688228,0.04325401509,0.03528233031,0.05930119693,0.4615307674,0.03833715194,0.2525168754,0.03383213297,5.079465958,
US-BZo,2018-12-1,2019-3-1,0.03425235461,0.02485842316,0.02712283426,0.02664273255,0.02846445872,0.02248617013,0.03634164839,0.07058161771,0.7292151324,8,
US-SRG,2019-9-1,2019-11-30,0.03430683534,0.2274466764,0.1298965336,0.03209336765,0.04690456886,0.3692396206,0.02878239768,0.09082618498,0.04046307637,4.781994247,
US-Tw1,2016-9-1,2016-11-30,0.03436729214,0.1355565837,0.05843616518,0.528415998,0.05441710596,0.08846472813,0.03782784301,0.02848112946,0.03399310227,2.946047472,
US-CdM,2019-9-1,2019-11-30,0.03436739251,0.05100499154,0.05125172132,0.0248559954,0.1627283113,0.4133599309,0.03927882948,0.1900561301,0.03305630728,5.002723868,
US-CMW,2018-9-1,2018-11-30,0.03438176979,0.6041324717,0.03891239306,0.02453760945,0.03591086613,0.1417164109,0.03738836157,0.04583301997,0.03714984187,1.191969941,
US-Bi1,2016-3-2,2016-5-31,0.03443937901,0.04036091659,0.3631905226,0.03782011635,0.3831335735,0.04361699442,0.03590779308,0.02776252898,0.03372919017,2.961622291,
US-Tw1,2017-6-1,2017-8-31,0.0344479878,0.2427007984,0.07073930865,0.2737860542,0.1519095777,0.09807464791,0.05458504753,0.03458415666,0.03913113304,2.368286894,
US-LL1,2019-9-1,2019-11-30,0.0344728563,0.717863239,0.03678472475,0.03261843724,0.02922566733,0.04954331897,0.03148405426,0.03738414617,0.03058788569,1,
US-BZF,2017-6-1,2017-8-31,0.0345160249,0.2652295055,0.3930555647,0.04367317782,0.04536508471,0.1179685151,0.03251592913,0.03197359044,0.03566215893,1.632936008,
US-CMW,2016-3-2,2016-5-31,0.03454514685,0.255423962,0.05675393187,0.02547515816,0.06781902792,0.4137117419,0.02503511161,0.09498694094,0.02620943467,4.03397642,
US-Ro5,2021-6-1,2021-8-31,0.03458014088,0.04485126984,0.09333828456,0.02939715302,0.6250023981,0.03705147163,0.03581493669,0.06119258332,0.03873424249,4,
US-Rpf,2020-6-1,2020-8-31,0.03460353104,0.7087959775,0.04244781766,0.02739438554,0.03273646538,0.05251323507,0.03178080117,0.03836013101,0.03133155586,1,
US-Ton,2021-12-1,2022-3-1,0.03461424426,0.5422355774,0.07652761859,0.02215445477,0.04036507709,0.1636026097,0.03969906081,0.04838239311,0.03238063197,1.228606247,
US-CMW,2017-3-2,2017-5-31,0.03463133018,0.2800674557,0.0494213032,0.02545148887,0.06613766815,0.3997870664,0.02467255922,0.09424235583,0.0255495935,3.689665952,
US-Me6,2019-3-2,2019-5-31,0.03467546723,0.2417862201,0.03355135017,0.03127233826,0.04281243111,0.3171058031,0.03353449156,0.06513770227,0.2000864632,4.778093683,
US-LL3,2016-12-1,2017-3-1,0.03467609981,0.4756419832,0.04334038952,0.02889012203,0.04128918836,0.2469955418,0.04331644283,0.05735578659,0.02845531673,1.8359509,
US-Bi1,2018-3-2,2018-5-31,0.03469117536,0.03652451955,0.3533384911,0.04238177248,0.3927317106,0.03997906362,0.03738229288,0.02666865941,0.0362637967,3.154852941,
US-LL1,2018-9-1,2018-11-30,0.03470251939,0.7030143436,0.03836209704,0.03259204213,0.02992002244,0.0575821814,0.03156568642,0.04164899201,0.03057628482,1,
US-Me2,2018-3-2,2018-5-31,0.03470589152,0.5625668079,0.03602745043,0.02784884891,0.03428606326,0.07170774699,0.03757071207,0.03776851471,0.1574811474,2.75,
US-LS2,2016-9-1,2016-11-30,0.03472452107,0.4256851029,0.032430863,0.03030415446,0.06046093178,0.2907583745,0.03923208771,0.05723926486,0.02912574649,1.866691264,
US-KFS,2018-3-2,2018-5-31,0.03472868794,0.02570775734,0.3551642503,0.04177213913,0.2495999947,0.1181519883,0.0347393765,0.1008517551,0.03924375944,2.947189878,
US-Uaf,2021-6-1,2021-8-31,0.03475572179,0.6404820176,0.06408226008,0.03113686111,0.03034277275,0.09115564069,0.03355617453,0.04475845613,0.02969299245,1,
US-CdM,2019-6-1,2019-8-31,0.03476302184,0.02820528362,0.06124520346,0.02528853793,0.1559862899,0.3589540549,0.0349808903,0.2671780995,0.03335844593,5.168942231,
US-LL1,2016-9-1,2016-11-30,0.03478765355,0.6855669113,0.04077330924,0.03296866773,0.02907178377,0.06874286062,0.03228159211,0.04520461232,0.03056666828,1,
US-ICs,2016-6-1,2016-8-31,0.03479991308,0.2287041131,0.1218949809,0.03348597701,0.04108401097,0.214049566,0.03216153535,0.05556377332,0.2382164987,4.632542918,
US-Me2,2018-9-1,2018-11-30,0.03480408848,0.7218139493,0.03410365739,0.0338361353,0.02819613005,0.04839351319,0.02901842441,0.038650057,0.03114803519,1,
US-CdM,2021-3-2,2021-5-31,0.03482579225,0.02495331168,0.06162007819,0.02620613645,0.1837187374,0.3248690812,0.03496999433,0.2740840803,0.0347127582,5.40289872,
US-Ro4,2018-6-1,2018-8-31,0.03483905849,0.2585369073,0.2540776099,0.04699274379,0.2484461714,0.04790784394,0.03736126616,0.03603341501,0.03576537096,2.308101578,
US-Syv,2022-3-2,2022-5-31,0.03486148005,0.2659891313,0.06186148624,0.03015763535,0.05294447294,0.3056371381,0.03828981351,0.06742922983,0.1427890609,4.445356307,
US-Snf,2018-9-1,2018-11-30,0.03486949784,0.03535562479,0.2816364963,0.03190650329,0.2687236938,0.1231838689,0.07334979411,0.09443629665,0.05649689396,3.223794427,
US-Me2,2017-9-1,2017-11-30,0.03496510955,0.7333616473,0.03095608847,0.03361000487,0.02936260178,0.04263956325,0.02773740202,0.03611126981,0.03121997807,1,
US-Srr,2017-6-1,2017-8-31,0.03496690385,0.1684533424,0.1429910899,0.1125548128,0.2336733018,0.1254155083,0.04321489802,0.08906018788,0.04962762932,2.960545174,
US-KFS,2016-6-1,2016-8-31,0.03498833297,0.08219457687,0.5393637775,0.04332282986,0.07974125322,0.1297250247,0.03223226299,0.02422007698,0.03417311724,2,
US-Rpf,2021-9-1,2021-11-30,0.03502555785,0.617369592,0.04930663728,0.03208509834,0.0282635247,0.1181120064,0.03204258607,0.0586708752,0.02908565036,1,
US-BZo,2021-6-1,2021-8-31,0.03502870852,0.4950198112,0.09946038957,0.03003655704,0.04001775993,0.1912716263,0.03410536252,0.04268450422,0.03233624906,1.681208167,
US-BZS,2021-6-1,2021-8-31,0.03502961638,0.6971835418,0.04852470345,0.03187218551,0.02801780286,0.064478097,0.02694827515,0.03592806439,0.03198166245,1.002615566,
US-LL1,2017-12-1,2018-3-1,0.03505647685,0.7090448484,0.03707395367,0.03137112387,0.0295458965,0.05392869129,0.03319156512,0.03994236788,0.03080926229,1,
US-WCr,2017-3-2,2017-5-31,0.03510014816,0.2494987993,0.06632270974,0.01959006754,0.05293289789,0.3807613671,0.02601083588,0.1393179259,0.03042621235,3.152955699,
US-BZo,2017-12-1,2018-3-1,0.03511497014,0.02613987918,0.02837894072,0.02763610774,0.02880213683,0.02288919327,0.03518867129,0.06382955211,0.7319860921,8,
US-EML,2020-3-2,2020-5-31,0.03515279096,0.03935254267,0.1494834014,0.08842542653,0.04059135466,0.2079286732,0.04685047741,0.1045922473,0.2875823001,5.502823049,
US-LL1,2019-12-1,2020-3-1,0.03521611721,0.7030446011,0.03795822165,0.03207388158,0.03074203257,0.05649666823,0.032765824,0.04119271521,0.03047367509,1,
US-KFS,2017-3-2,2017-5-31,0.03523384106,0.0276944768,0.4461674928,0.03515555029,0.1708476383,0.1106917785,0.03259835731,0.1042733812,0.03729754611,2.003993358,
US-LL1,2016-6-1,2016-8-31,0.03524360528,0.7087290201,0.04193337356,0.03248142067,0.0281781011,0.05719982643,0.02798197436,0.03817986338,0.03003712028,1,
US-CS2,2019-3-2,2019-5-31,0.03525315091,0.7335757749,0.03508990433,0.03534194985,0.03136329935,0.03696191527,0.02728962644,0.03325432717,0.03183489012,1,
US-CMW,2018-6-1,2018-8-31,0.03527173994,0.5689958984,0.04605905919,0.03389699528,0.07049013177,0.1460787906,0.03730112671,0.02938393768,0.03248394195,1.00055722,
US-LL1,2020-9-1,2020-11-30,0.03531621134,0.7100677028,0.03712440027,0.03279293353,0.02953885938,0.05167030487,0.03264288714,0.03986670659,0.03094426058,1,
US-CdM,2020-3-2,2020-5-31,0.03533758753,0.0295697848,0.064143904,0.02516933583,0.1202573033,0.3825174691,0.03351196496,0.2766080612,0.03284472411,5.15411985,
US-UMd,2021-9-1,2021-11-30,0.03535509781,0.6818202677,0.03910638668,0.0310009907,0.03006261061,0.06969040802,0.0371355472,0.04316192565,0.03263025734,1,
US-Ro6,2020-6-1,2020-8-31,0.03538665848,0.0717219039,0.3239879606,0.04372301185,0.3905780477,0.035910066,0.03546126943,0.03039623933,0.03279596727,3.384725797,
US-Me2,2019-3-2,2019-5-31,0.03542641673,0.5495211419,0.03647446147,0.02894343299,0.03099408862,0.06681581957,0.03479372361,0.03791332471,0.1790809205,2.75,
US-UMd,2017-9-1,2017-11-30,0.03547628062,0.6783134496,0.04088433236,0.03065690557,0.03269133411,0.06831790516,0.03681629739,0.04378063899,0.03302635335,1,
US-Uaf,2017-6-1,2017-8-31,0.03547954155,0.5450256513,0.1135390459,0.03254507231,0.03156758877,0.1405285764,0.03138415282,0.04102074357,0.02887192313,1.339555169,
US-Ro6,2021-6-1,2021-8-31,0.03549218442,0.03097434909,0.1578813372,0.03050468423,0.581598854,0.05348681389,0.0378847677,0.03612828364,0.03601067258,4,
US-Ton,2019-12-1,2020-3-1,0.03550256407,0.582104118,0.0502336842,0.02042501137,0.03867165074,0.1423186033,0.03574794892,0.05751259052,0.03744554358,1,
US-Syv,2018-9-1,2018-11-30,0.035546275,0.5782268698,0.04887745517,0.03023535499,0.03616314798,0.1481673806,0.03872647395,0.05293190877,0.03108743944,1.726811476,
US-LL1,2017-9-1,2017-11-30,0.0357361543,0.713447524,0.03660683965,0.03341270911,0.02973592754,0.04836368474,0.03133528991,0.03968558038,0.03163952616,1,
US-LL1,2016-12-1,2017-3-1,0.03576335988,0.6780986854,0.04094839537,0.03254055468,0.02901914503,0.07220473573,0.03470419531,0.04614347022,0.03054037888,1,
US-Tw4,2020-3-2,2020-5-31,0.03579402499,0.2606388515,0.1102524598,0.03903774231,0.14514277,0.2856195786,0.03339128798,0.05125338374,0.03882913151,3.21989393,
US-Ro6,2018-6-1,2018-8-31,0.03587168837,0.0571336429,0.2234190024,0.03537201437,0.4836761874,0.05176164959,0.03830895124,0.03664573217,0.03777260005,3.833388576,
US-CdM,2020-12-1,2021-3-1,0.03588574619,0.03776974881,0.03705723508,0.03684207684,0.06537365463,0.199846322,0.09726381018,0.1247346186,0.3651881206,6.77035848,
US-Var,2015-12-1,2016-3-1,0.03588793959,0.105012153,0.3832239736,0.03047094215,0.09338687479,0.2359822458,0.03125736869,0.04587824393,0.03885896599,2,
US-Uaf,2020-6-1,2020-8-31,0.03593671291,0.5262692778,0.1057448609,0.03453411459,0.02952621463,0.1530747442,0.03419772398,0.050460213,0.03021733724,1.18995167,
US-UMd,2020-9-1,2020-11-30,0.03593908956,0.6499933871,0.04516819072,0.03109012712,0.03204569769,0.08924949847,0.03640395564,0.04697500673,0.03309799809,1.039369067,
US-Me6,2021-3-2,2021-5-31,0.03594379204,0.3387513445,0.03674098859,0.03633188595,0.04388087226,0.3524598987,0.05049110489,0.05585642412,0.04950362152,3.622505599,
US-Var,2019-12-1,2020-3-1,0.03596458509,0.1893786849,0.2856521523,0.02686593785,0.09628450373,0.2180483263,0.04094441244,0.06178476421,0.04503482091,2.052232652,
US-Prr,2016-6-1,2016-8-31,0.03598709554,0.5315434808,0.08196774498,0.0322541028,0.02947003694,0.153219489,0.04894483537,0.05717440438,0.0294002437,1,
US-Bi1,2019-3-2,2019-5-31,0.03600387788,0.05198186128,0.3438882999,0.04107129476,0.3507775623,0.0585396872,0.04137187742,0.03774672738,0.03857962112,2.961408669,
US-CdM,2021-6-1,2021-8-31,0.03608963463,0.03811762059,0.0578568698,0.02758143124,0.2411147041,0.2783393702,0.03876835196,0.2356292425,0.0464613488,4.975561798,
US-Rpf,2016-6-1,2016-8-31,0.03614074031,0.4774585676,0.1382279417,0.0271675754,0.04863294501,0.1738307719,0.03052420036,0.03760056742,0.0303759938,1.008826661,
US-Ton,2015-12-1,2016-3-1,0.03620478279,0.6249438894,0.04595795165,0.01928477229,0.04017530189,0.1057939595,0.04273704876,0.04657868844,0.03828650871,1,
US-UMd,2016-9-1,2016-11-30,0.03626407681,0.6274828054,0.04855733624,0.0306008354,0.03371766732,0.1075353944,0.03233584512,0.05071373574,0.03275518116,1.050955765,
US-Ro4,2016-3-2,2016-5-31,0.03633989337,0.04597347935,0.2083207038,0.03912060397,0.4408210081,0.06853190236,0.03626208948,0.0823919191,0.04220076402,3.915680515,
US-Bi1,2017-9-1,2017-11-30,0.03634606583,0.04303702338,0.2960264557,0.03532117696,0.4049283746,0.05914941737,0.03898958536,0.04095972085,0.04520238205,3.607467492,
US-Tw4,2018-6-1,2018-8-31,0.03642962975,0.4315842235,0.07345683502,0.03568267885,0.176168314,0.1106123691,0.04499350405,0.05098804262,0.04004411346,1.366392459,
US-Ne1,2016-9-1,2016-11-30,0.03643072845,0.03236767993,0.04150184031,0.02592654143,0.6662939109,0.03955547282,0.02731611197,0.09069810853,0.03987213517,4,
US-SRG,2017-6-1,2017-8-31,0.0365269227,0.05046360919,0.1356190106,0.02658286054,0.1712440519,0.3254023604,0.03415119504,0.1830304429,0.03693876997,4.724123629,
US-Tw4,2017-6-1,2017-8-31,0.03657180951,0.4643763937,0.06702717971,0.04845593375,0.1324786977,0.1255200269,0.04278360444,0.05047431062,0.03227200767,1.177611748,
US-Me6,2018-3-2,2018-5-31,0.03658175008,0.2517184377,0.04025099335,0.03436154692,0.04126732038,0.3450846203,0.0354185812,0.06650929997,0.14876874,4.910190294,
US-CS4,2020-6-1,2020-8-31,0.03660420572,0.04511135507,0.2695430817,0.03946959346,0.4465673949,0.05155193838,0.033263651,0.03871429146,0.03913550026,3.405356067,
US-Ne2,2020-6-1,2020-8-31,0.0366447242,0.04500254643,0.1412819496,0.03414369133,0.5101554664,0.0446208145,0.04270211592,0.09912418244,0.04628512462,4.162264002,
US-EML,2019-3-2,2019-5-31,0.03671690825,0.03877470808,0.2003576312,0.08932838918,0.04609616332,0.2545110009,0.05004745775,0.1606667271,0.123459403,4.921589682,
