system:index,ZCTA5CE10,.geo
000100000000000005c5,70733,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000953,93624,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000372,99666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000214,70437,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000a58,95304,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000645,91105,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000039,70032,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000000a1,70555,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000003a5,97134,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000000b5,84780,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000afb,95568,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000000e2,71334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000a1a,94952,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000140,92115,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000005c3,70730,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000000c5,90031,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000022f,71351,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000099e,96725,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000031,86443,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000090,70516,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000a83,89511,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000348,99607,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000005c6,70734,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000bb8,93940,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000369,99655,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000003ff,96044,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000aa4,95370,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000a2b,89003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000137,71463,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000bd7,96778,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000363,99649,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000009a,70538,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000375,99669,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000135,92075,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000023d,92054,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000008a3,83320,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002ac,93592,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001fa,85390,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000000b4,84770,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000007c9,97470,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000aee,95552,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000081e,94901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000038e,99748,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000936,97636,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000009f7,94574,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000089f,83243,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000827,95008,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000a1b,94954,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002e8,83355,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002ca,96022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000034f,99615,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000639,70816,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000008bc,83654,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000341,99590,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000192,92549,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000aef,95553,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000903,99504,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000178,92368,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000a30,89049,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000886,95698,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000067f,91706,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000027e,70817,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000005ec,90222,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000b19,95645,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000000a8,70583,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000ab1,95428,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002aa,93563,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000b1a,95646,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000003c3,97377,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000070,70390,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000009bc,96768,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000b08,95615,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000005e0,70785,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000148,92130,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000259,92657,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000316,83687,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000a3a,95140,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000907,99508,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000b7e,95945,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000012f,92057,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000414,96085,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000892,84756,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000003a2,97063,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000005e2,70788,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000011,85396,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000087e,95664,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002a7,93555,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000116,91915,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000206,70040,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000901,99502,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000bdd,96786,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000003c6,97386,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002eb,83522,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000005be,70719,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000396,99783,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000b8d,95970,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002f8,83548,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000a66,89402,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000082c,95037,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000042f,96123,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000058,70127,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000030f,83647,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000008e9,97449,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000005d6,70763,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000a47,95226,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000009a4,96732,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000982,97880,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000083e,95249,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000949,93601,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000268,93432,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000061f,90704,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000041d,96103,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000401,96049,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000b0e,95628,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000008ff,96137,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001ab,92629,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000a5b,95313,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000805,96815,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000675,91505,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000a50,95248,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000b80,95948,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000002f,86441,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000000bd,90013,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000063,70346,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000021e,70554,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000677,91601,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001d1,92868,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000a4a,95231,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000392,99769,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000005c1,70725,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001ed,39629,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000b0b,95619,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000018f,92536,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000008bd,83686,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000207,70049,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000033b,99578,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000009a2,96730,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000008dc,97408,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000967,97751,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000003fc,96038,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000292,93501,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000426,96113,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000acc,89831,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000a31,95060,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002b7,39648,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000059a,93240,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000858,95404,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001a7,92624,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000036b,99658,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000609,90402,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002f5,83543,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000147,92129,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000005d,70339,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000674,91504,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000b41,95722,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000003a8,97301,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000005bc,70714,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000310,83648,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000038d,99742,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000be4,96797,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000008e7,97447,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000378,99672,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000088f,84713,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000917,97488,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000598,93225,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000003c7,97388,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000038c,99741,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000005a,70130,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000005ce,70752,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000000,85320,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001d3,92879,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000009d4,94501,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001e3,93036,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000343,99602,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000009ad,96747,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000091e,97501,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000027a,90602,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000250,92363,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000109,91780,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000003e9,97443,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000ac5,89706,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002d3,83313,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001df,93021,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000b46,95747,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000844,95322,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000213,70435,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000005f2,90245,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000146,92128,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000b01,95602,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000a37,95134,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000007fd,93654,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000a95,95345,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000af3,95558,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000008db,97406,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000877,84307,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000436,96136,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000b66,84752,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000b51,95825,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001c4,92707,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000035,70005,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000b5d,95912,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000087,70471,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000a7f,89506,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002c1,39669,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000013d,92108,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000b04,95607,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000061e,90703,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000b4a,95765,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000087c,95650,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000003bf,97366,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000060,70343,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000bd2,94111,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000986,97886,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001ee,39631,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000853,95385,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000ace,89834,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000b22,95648,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000061,70344,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000081f,94903,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000005d1,70757,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000000fc,91748,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000096b,97756,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000043f,96155,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000094d,93610,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000018a,92505,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000008b,70508,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000009c1,97722,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000008a2,83316,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000625,90720,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000008f4,96064,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000128,92024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002fc,83555,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000843,95321,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000000ca,90038,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000031e,83677,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000a11,94925,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000b56,95833,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001ec,39069,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000921,97522,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000009cc,94134,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000154,92242,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000bb1,93925,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000003db,97441,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000910,97469,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000204,86435,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000000df,71327,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000809,96743,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000a96,95348,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000014,89020,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000021d,70523,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000a2a,89001,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000082d,89013,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000002c5,96014,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000000cb,90039,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000009f1,94565,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000099d,96722,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000187,92410,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000984,97883,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000311,83655,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000003aa,97304,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000016f,92336,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000062d,90746,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000bfa,38957,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000bfb,39203,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000bfc,79730,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000bfd,79906,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000bfe,85641,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000bff,85701,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c00,85726,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c01,85747,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c02,81121,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c03,81124,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c04,86329,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c05,86331,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c06,81237,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c07,81411,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c08,81422,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c09,81426,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c0a,75101,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c0b,84718,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c0c,88012,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c0d,88024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c0e,88027,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c0f,88046,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c10,88047,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c11,77702,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c12,88330,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c13,88346,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c14,88421,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c15,76250,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c16,76848,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c17,76905,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c18,76930,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c19,78408,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c1a,76958,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c1b,78736,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c1c,70650,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c1d,87042,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c1e,87320,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c1f,75489,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c20,71103,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c21,71233,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c22,87508,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c23,87513,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c24,87514,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c25,87535,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c26,87538,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c27,87543,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c28,87565,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c29,87574,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c2a,87580,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c2b,87723,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c2c,77201,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c2d,77326,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c2e,77350,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c2f,77446,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c30,77460,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c31,78951,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c32,79016,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c33,79021,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c34,79025,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c35,79032,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c36,79033,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c37,79058,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c38,79082,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c39,79085,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c3a,79093,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c3b,79101,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c3c,77473,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c3d,77502,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c3e,77561,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c3f,79102,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c40,79121,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c41,79231,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c42,79313,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c43,79314,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c44,79324,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c45,79326,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c46,79342,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c47,79344,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c48,79346,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c49,79355,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c4a,79367,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c4b,79369,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c4c,79372,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c4d,79376,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c4e,79379,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c4f,79380,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c50,79411,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c51,38622,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c52,38630,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c53,38639,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c54,38644,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c55,38704,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c56,38723,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c57,38749,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c58,38760,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c59,38765,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c5a,38767,"{""type"":""MultiPoint"",""coordinates"":[]}"
