system:index,ZCTA5CE10,.geo
00060000000000000a59,33326,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000e66,31546,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000104d,23454,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000036a,21227,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000821,08050,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000132,31622,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000110a,32455,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000861,07974,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000680,08098,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000010ec,32399,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000003e0,10988,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000380,21638,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000c82,34242,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000001113,32514,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ae3,33585,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000343,20861,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000cfa,29940,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000065,29125,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000134a,32925,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000f4d,22820,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000010d5,29920,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000bb8,27551,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ec1,31820,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000000b8,34210,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000037,21060,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000c11,32207,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007a3,18334,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000107d,28463,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000578,10309,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ce7,34982,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000c67,34145,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000010c2,29841,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000df5,30901,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000eed,23874,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000131f,32765,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000be0,29649,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000066b,08074,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000001373,33029,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000266,20135,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000363,21076,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000541,10594,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000e3b,31216,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000000b1,33946,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000024d,32784,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000be2,32072,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000120e,22936,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000dd9,30663,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000001327,32796,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000002a6,36528,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000065d,19555,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000006ed,08721,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000c5d,34116,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000000a,26866,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000e2a,31077,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000e74,31567,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000bb9,27553,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ef4,24517,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000278,36312,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000a99,29137,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000d94,30412,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000c86,34286,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000088,33759,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000006f8,08752,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000620,19320,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000b94,33909,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000e89,31642,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000116d,34787,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000dff,31009,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000f0c,24520,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000b86,33877,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000006ea,08691,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007bd,18092,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000c19,32219,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000d65,30257,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000034c,20882,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000200,22963,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001ce,20011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000001367,33013,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000001049,23440,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000093,27504,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000074a,21650,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000134c,32927,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000001c,20622,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000011f8,23507,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000123a,22946,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000011a0,27962,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000000ea,30222,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000002b0,36550,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007a0,18331,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000087,33716,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000002fd,20659,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000850,07647,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000447,17038,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000101a,23114,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ab9,33469,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000073b,21085,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000108e,28518,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000274,26847,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000444,21154,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000686,08108,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000b76,33848,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000010e5,32348,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000342,20860,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000003aa,28318,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000561,10918,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000cdd,34946,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000bca,29555,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000cf2,29926,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000e65,31545,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000563,10921,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000086d,07416,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000d73,30288,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000e01,31012,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000008c5,07057,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ccb,27857,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000d66,30258,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000a23,29003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000001078,28457,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000061d,19316,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000259,25413,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000005aa,18635,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000498,07661,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000075b,19702,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000804,17535,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ba0,27508,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000d61,30248,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000038e,21664,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000010c8,29849,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000e97,31721,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000010b,31032,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000506,10509,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000027a,36318,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000000a3,32092,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000230,22726,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000c6d,34209,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000c5f,34119,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000214,23836,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000712,08836,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000005a0,18622,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007fd,17774,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000006ef,08723,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000e3f,31307,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ad9,33563,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000e5f,31533,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000003f6,18641,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000001349,32922,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000001294,24486,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000e18,31051,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000015b,22206,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000a05,39531,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000c87,34287,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000c16,32212,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000000e2,30096,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000074e,06902,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000000fd,30606,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000d42,30093,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000002b5,36559,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000c43,33957,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000012ae,22713,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000001035,22485,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000031e,20744,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000d0e,36605,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ca2,27709,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000285,36352,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000003c9,39421,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000f07,23888,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000000e4,30144,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000000e0,30092,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000847,07310,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000433,08609,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000002aa,36540,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000a57,33324,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000107b,28461,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000006d,33578,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000011e6,22902,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000a89,29070,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000000b4,34110,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000011ef,23173,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000370,21557,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000015d,23920,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000bd8,29580,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000001173,27880,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000787,18249,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007a8,18435,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000011e2,22538,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000aaf,33441,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000002cf,21862,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000059e,11550,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000357,21029,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000130b,32693,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000136d,33020,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000c69,34202,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000004fa,10471,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000088a,07724,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000022c,22124,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000edb,39870,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000136c,33019,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000005d2,18954,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001e1,23606,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000efc,22738,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000840,08059,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000006e2,08618,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000b3b,32059,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000778,17576,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000d28,30035,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000090b,07820,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000008e,33870,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000008a8,07028,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000a0b,39561,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000001343,32901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000024e,32798,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000012c4,22066,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000297,36473,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000132b,32805,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000005e,33304,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007c0,18109,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000aae,33440,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000039f,39362,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000001345,32905,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000752,06807,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000647,19507,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000b29,29474,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000102,30818,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000a64,33405,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000048c,17562,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000049a,08062,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000109f,28570,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ad3,33545,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ae6,33596,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007d6,18321,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000011ba,19941,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000001193,27943,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000062d,19390,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000302,20676,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000085c,07660,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000779,17859,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000adc,33567,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000de7,30808,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000a7f,29044,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000855,07403,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000001a,20601,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000130d,32696,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000cba,27832,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000514,11040,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000008d5,07065,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000319,20722,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000bcb,29556,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ac4,33496,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000306,20684,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ba9,27522,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000009a,27539,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ee8,70464,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000001306,32667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000bcc,29560,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000e49,31327,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000001197,27948,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000120b,20121,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000033d,20839,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000f47,22408,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ed6,39846,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ce1,34951,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000b02,27243,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000010ef,32404,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000020b,22976,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000b49,33710,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000db8,30519,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000001074,28452,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000b53,33761,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000593,10973,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000250,32808,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000356,20912,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000474,18040,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000111e,32547,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000189,28521,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000edc,39877,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000137a,33037,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000063e,19465,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007d8,18324,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ca4,27713,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000008be,07044,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000485,17532,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000bfe,32140,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000124c,20152,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007e7,18355,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000e7c,31627,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000468,18013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000132d,32809,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000531,11109,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000c91,27583,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000e1f,31061,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000a3f,33175,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000d8d,30344,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000001280,22625,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000daa,30457,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000368,21225,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000033a,20832,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000008cb,08008,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000756,06878,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000f16,23915,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000010f,31041,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000137,31774,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000c94,27592,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000dfc,31005,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000003ce,39429,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000084a,07640,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000041d,19565,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000333,20784,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000bc3,29526,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000002ac,36543,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000f0e,24528,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000003a3,28305,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000011c0,20001,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000012e3,23851,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000003ec,10604,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000d5f,30236,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000000e1,30094,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000025c,25430,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007a7,18434,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000437,08826,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000000a7,32148,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000582,10960,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000912,07828,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000c0f,32204,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000010a9,28583,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000314,20712,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000001183,27921,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ea6,31771,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ba6,27519,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000c12,32208,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000044,21663,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000796,18071,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000b1f,29451,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000b83,33872,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000425,08087,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000f54,23418,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001af,32506,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000006d6,08551,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000030d,20695,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000e51,31410,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000cc7,27852,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000044c,19808,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000f1a,22302,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000039a,21737,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000001303,32648,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000005dc,18972,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000005fd,19103,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000035e,21045,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007b7,18252,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000121d,24467,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000001176,27885,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000901,07503,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ce9,34984,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000060a,19133,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000003f7,18702,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000002,25434,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000f40,22311,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000004d5,11572,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000001087,28501,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000005c8,18925,"{""type"":""MultiPoint"",""coordinates"":[]}"
