system:index,ADM1_NAME,ADM2_NAME,.geo
00040000000000000314,Ohio,Wyandot,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000315,Oklahoma,Adair,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000316,Oklahoma,Alfalfa,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000317,Oklahoma,Atoka,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000318,Oklahoma,Beaver,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000319,Oklahoma,Beckham,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000031a,Oklahoma,Blaine,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000031b,Oklahoma,Bryan,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000031c,Oklahoma,Caddo,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000031d,Oklahoma,Canadian,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000031e,Oklahoma,Carter,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000031f,Oklahoma,Cherokee,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000320,Oklahoma,Choctaw,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000321,Oklahoma,Cimarron,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000322,Oklahoma,Cleveland,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000323,Oklahoma,Coal,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000324,Oklahoma,Comanche,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000325,Oklahoma,Cotton,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000326,Oklahoma,Craig,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000327,Oklahoma,Creek,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000328,Oklahoma,Custer,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000329,Oklahoma,Delaware,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000032a,Oklahoma,Dewey,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000032b,Oklahoma,Ellis,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000032c,Oklahoma,Garfield,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000032d,Oklahoma,Garvin,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000032e,Oklahoma,Grady,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000032f,Oklahoma,Grant,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000330,Oklahoma,Greer,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000331,Oklahoma,Harmon,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000332,Oklahoma,Harper,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000333,Oklahoma,Haskell,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000334,Oklahoma,Hughes,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000335,Oklahoma,Jackson,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000336,Oklahoma,Jefferson,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000337,Oklahoma,Johnston,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000338,Oklahoma,Kay,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000339,Oklahoma,Kingfisher,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000033a,Oklahoma,Kiowa,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000033b,Oklahoma,Latimer,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000033c,Oklahoma,Le Flore,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000033d,Oklahoma,Lincoln,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000033e,Oklahoma,Logan,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000033f,Oklahoma,Love,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000340,Oklahoma,Major,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000341,Oklahoma,Marshall,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000342,Oklahoma,Mayes,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000343,Oklahoma,McClain,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000344,Oklahoma,McCurtain,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000345,Oklahoma,McIntosh,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000346,Oklahoma,Murray,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000347,Oklahoma,Muskogee,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000348,Oklahoma,Noble,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000349,Oklahoma,Nowata,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000034a,Oklahoma,Okfuskee,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000034b,Oklahoma,Oklahoma,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000034c,Oklahoma,Okmulgee,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000034d,Oklahoma,Osage,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000034e,Oklahoma,Ottawa,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000034f,Oklahoma,Pawnee,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000350,Oklahoma,Payne,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000351,Oklahoma,Pittsburg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000352,Oklahoma,Pontotoc,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000353,Oklahoma,Pottawatomie,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000354,Oklahoma,Pushmataha,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000355,Oklahoma,Roger Mills,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000356,Oklahoma,Rogers,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000357,Oklahoma,Seminole,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000358,Oklahoma,Sequoyah,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000359,Oklahoma,Stephens,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000035a,Oklahoma,Texas,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000035b,Oklahoma,Tillman,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000035c,Oklahoma,Tulsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000035d,Oklahoma,Wagoner,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000035e,Oklahoma,Washington,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000035f,Oklahoma,Washita,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000360,Oklahoma,Woods,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000361,Oklahoma,Woodward,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000362,Pennsylvania,Allegheny,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000363,Pennsylvania,Beaver,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000364,Pennsylvania,Butler,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000365,Pennsylvania,Crawford,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000366,Pennsylvania,Erie,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000367,Pennsylvania,Greene,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000368,Pennsylvania,Lawrence,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000369,Pennsylvania,Mercer,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000036a,Pennsylvania,Venango,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000036b,Pennsylvania,Washington,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000036c,South Dakota,Aurora,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000036d,South Dakota,Beadle,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000036e,South Dakota,Bennett,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000036f,South Dakota,Bon Homme,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000370,South Dakota,Brookings,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000371,South Dakota,Brule,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000372,South Dakota,Buffalo,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000373,South Dakota,Charles Mix,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000374,South Dakota,Clay,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000375,South Dakota,Custer,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000376,South Dakota,Davison,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000377,South Dakota,Douglas,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000378,South Dakota,Fall River,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000379,South Dakota,Gregory,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000037a,South Dakota,Hanson,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000037b,South Dakota,Hutchinson,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000037c,South Dakota,Jackson,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000037d,South Dakota,Jerauld,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000037e,South Dakota,Jones,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000037f,South Dakota,Kingsbury,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000380,South Dakota,Lake,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000381,South Dakota,Lincoln,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000382,South Dakota,Lyman,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000383,South Dakota,McCook,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000384,South Dakota,Mellette,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000385,South Dakota,Miner,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000386,South Dakota,Minnehaha,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000387,South Dakota,Moody,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000388,South Dakota,Sanborn,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000389,South Dakota,Shannon,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000038a,South Dakota,Todd,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000038b,South Dakota,Tripp,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000038c,South Dakota,Turner,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000038d,South Dakota,Union,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000038e,South Dakota,Yankton,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000038f,Tennessee,Shelby,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000390,Tennessee,Tipton,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000041,Texas,Garza,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000042,Texas,Gillespie,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000043,Texas,Glasscock,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000044,Texas,Goliad,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000045,Texas,Gonzales,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000046,Texas,Gray,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000047,Texas,Grayson,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000048,Texas,Gregg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000049,Texas,Grimes,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000004a,Texas,Guadalupe,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000004b,Texas,Hale,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000004c,Texas,Hall,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000004d,Texas,Hamilton,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000004e,Texas,Hansford,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000004f,Texas,Hardeman,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000050,Texas,Hardin,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000051,Texas,Harris,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000052,Texas,Harrison,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000053,Texas,Hartley,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000054,Texas,Haskell,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000055,Texas,Hays,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000056,Texas,Hemphill,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000057,Texas,Henderson,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000058,Texas,Hidalgo,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000059,Texas,Hill,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000005a,Texas,Hockley,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000005b,Texas,Hood,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000005c,Texas,Hopkins,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000005d,Texas,Houston,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000005e,Texas,Howard,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000005f,Texas,Hudspeth,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000060,Texas,Hunt,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000061,Texas,Hutchinson,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000062,Texas,Irion,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000063,Texas,Jack,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000064,Texas,Jackson,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000065,Texas,Jasper,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000066,Texas,Jeff Davis,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000067,Texas,Jefferson,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000068,Texas,Jim Hogg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000069,Texas,Jim Wells,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000006a,Texas,Johnson,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000006b,Texas,Jones,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000006c,Texas,Karnes,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000006d,Texas,Kaufman,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000006e,Texas,Kendall,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000006f,Texas,Kenedy,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000070,Texas,Kent,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000071,Texas,Kerr,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000072,Texas,Kimble,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000073,Texas,King,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000074,Texas,Kinney,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000075,Texas,Kleberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000076,Texas,Knox,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000077,Texas,La Salle,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000078,Texas,Lamar,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000079,Texas,Lamb,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000007a,Texas,Lampasas,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000007b,Texas,Lavaca,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000007c,Texas,Lee,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000007d,Texas,Leon,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000007e,Texas,Liberty,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000007f,Texas,Limestone,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000080,Texas,Lipscomb,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000081,Texas,Live Oak,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000082,Texas,Llano,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000083,Texas,Loving,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000084,Texas,Lubbock,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000085,Texas,Lynn,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000086,Texas,Madison,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000087,Texas,Marion,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000088,Texas,Martin,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000089,Texas,Mason,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000008a,Texas,Matagorda,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000008b,Texas,Maverick,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000008c,Texas,McCulloch,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000008d,Texas,McLennan,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000008e,Texas,McMullen,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000008f,Texas,Medina,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000090,Texas,Menard,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000091,Texas,Midland,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000092,Texas,Milam,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000093,Texas,Mills,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000094,Texas,Mitchell,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000095,Texas,Montague,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000096,Texas,Montgomery,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000097,Texas,Moore,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000098,Texas,Morris,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000099,Texas,Motley,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000009a,Texas,Nacogdoches,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000009b,Texas,Navarro,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000009c,Texas,Newton,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000009d,Texas,Nolan,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000009e,Texas,Nueces,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000009f,Texas,Ochiltree,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000a0,Texas,Oldham,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000a1,Texas,Orange,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000a2,Texas,Palo Pinto,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000a3,Texas,Panola,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000a4,Texas,Parker,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000a5,Texas,Parmer,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000a6,Texas,Pecos,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000a7,Texas,Polk,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000a8,Texas,Potter,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000a9,Texas,Presidio,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000aa,Texas,Rains,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000ab,Texas,Randall,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000ac,Texas,Reagan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000ad,Texas,Real,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000ae,Texas,Red River,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000af,Texas,Reeves,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000b0,Texas,Refugio,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000b1,Texas,Roberts,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000b2,Texas,Robertson,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000b3,Texas,Rockwall,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000b4,Texas,Runnels,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000b5,Texas,Rusk,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000b6,Texas,Sabine,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000b7,Texas,San Augustine,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000b8,Texas,San Jacinto,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000b9,Texas,San Patricio,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000ba,Texas,San Saba,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000bb,Texas,Schleicher,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000bc,Texas,Scurry,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000bd,Texas,Shackelford,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000be,Texas,Shelby,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000bf,Texas,Sherman,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000c0,Texas,Smith,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000c1,Texas,Somervell,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000c2,Texas,Starr,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000c3,Texas,Stephens,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000c4,Texas,Sterling,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000c5,Texas,Stonewall,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000c6,Texas,Sutton,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000c7,Texas,Swisher,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000c8,Texas,Tarrant,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000c9,Texas,Taylor,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000ca,Texas,Terrell,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000cb,Texas,Terry,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000cc,Texas,Throckmorton,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000cd,Texas,Titus,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000ce,Texas,Tom Green,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000cf,Texas,Travis,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000d0,Texas,Trinity,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000d1,Texas,Tyler,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000d2,Texas,Upshur,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000d3,Texas,Upton,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000d4,Texas,Uvalde,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000d5,Texas,Val Verde,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000d6,Texas,Van Zandt,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000d7,Texas,Victoria,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000d8,Texas,Walker,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000d9,Texas,Waller,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000da,Texas,Ward,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000db,Texas,Washington,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000dc,Texas,Webb,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000dd,Texas,Wharton,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000de,Texas,Wheeler,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000df,Texas,Wichita,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000e0,Texas,Wilbarger,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000e1,Texas,Willacy,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000e2,Texas,Williamson,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000e3,Texas,Wilson,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000e4,Texas,Winkler,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000e5,Texas,Wise,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000e6,Texas,Wood,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000e7,Texas,Yoakum,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000e8,Texas,Young,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000e9,Texas,Zapata,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000000ea,Texas,Zavala,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000391,Texas,Anderson,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000392,Texas,Andrews,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000393,Texas,Angelina,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000394,Texas,Aransas,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000395,Texas,Archer,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000396,Texas,Armstrong,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000397,Texas,Atascosa,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000398,Texas,Austin,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000399,Texas,Bailey,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000039a,Texas,Bandera,"{""type"":""MultiPoint"",""coordinates"":[]}"
