system:index,ADM1_NAME,ADM2_NAME,.geo
000400000000000005c5,Indiana,Newton,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005c6,Indiana,Noble,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005c7,Indiana,Parke,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005c8,Indiana,Porter,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005c9,Indiana,Pulaski,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005ca,Indiana,Randolph,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005cb,Indiana,St. Joseph,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005cc,Indiana,Starke,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005cd,Indiana,Steuben,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005ce,Indiana,Tippecanoe,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005cf,Indiana,Tipton,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005d0,Indiana,Vermillion,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005d1,Indiana,Wabash,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005d2,Indiana,Warren,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005d3,Indiana,Wayne,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005d4,Indiana,Wells,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005d5,Indiana,White,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005d6,Indiana,Whitley,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005d7,Iowa,Adair,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005d8,Iowa,Adams,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005d9,Iowa,Allamakee,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005da,Iowa,Appanoose,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005db,Iowa,Audubon,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005dc,Iowa,Benton,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005dd,Iowa,Black Hawk,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005de,Iowa,Boone,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005df,Iowa,Bremer,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005e0,Iowa,Buchanan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005e1,Iowa,Buena Vista,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005e2,Iowa,Butler,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005e3,Iowa,Calhoun,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005e4,Iowa,Carroll,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005e5,Iowa,Cass,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005e6,Iowa,Cedar,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005e7,Iowa,Cerro Gordo,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005e8,Iowa,Cherokee,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005e9,Iowa,Chickasaw,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005ea,Iowa,Clarke,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005eb,Iowa,Clay,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005ec,Iowa,Clayton,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005ed,Iowa,Clinton,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005ee,Iowa,Crawford,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005ef,Iowa,Dallas,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005f0,Iowa,Davis,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005f1,Iowa,Decatur,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005f2,Iowa,Delaware,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005f3,Iowa,Des Moines,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005f4,Iowa,Dickinson,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005f5,Iowa,Dubuque,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005f6,Iowa,Emmet,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005f7,Iowa,Fayette,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005f8,Iowa,Floyd,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005f9,Iowa,Franklin,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005fa,Iowa,Fremont,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005fb,Iowa,Greene,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005fc,Iowa,Grundy,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005fd,Iowa,Guthrie,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005fe,Iowa,Hamilton,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000005ff,Iowa,Hancock,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000600,Iowa,Hardin,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000601,Iowa,Harrison,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000602,Iowa,Henry,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000603,Iowa,Howard,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000604,Iowa,Humboldt,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000605,Iowa,Ida,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000606,Iowa,Iowa,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000607,Iowa,Jackson,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000608,Iowa,Jasper,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000609,Iowa,Jefferson,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000060a,Iowa,Johnson,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000060b,Iowa,Jones,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000060c,Iowa,Keokuk,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000060d,Iowa,Kossuth,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000060e,Iowa,Lee,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000060f,Iowa,Linn,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000610,Iowa,Louisa,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000611,Iowa,Lucas,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000612,Iowa,Lyon,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000613,Iowa,Madison,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000614,Iowa,Mahaska,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000615,Iowa,Marion,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000616,Iowa,Marshall,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000617,Iowa,Mills,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000618,Iowa,Mitchell,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000619,Iowa,Monona,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000061a,Iowa,Monroe,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000061b,Iowa,Montgomery,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000061c,Iowa,Muscatine,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000061d,Iowa,O'Brien,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000061e,Iowa,Osceola,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000061f,Iowa,Page,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000620,Iowa,Palo Alto,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000621,Iowa,Plymouth,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000622,Iowa,Pocahontas,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000623,Iowa,Polk,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000624,Iowa,Pottawattamie,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000625,Iowa,Poweshiek,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000626,Iowa,Ringgold,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000627,Iowa,Sac,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000628,Iowa,Scott,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000629,Iowa,Shelby,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000062a,Iowa,Sioux,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000062b,Iowa,Story,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000062c,Iowa,Tama,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000062d,Iowa,Taylor,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000062e,Iowa,Union,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000062f,Iowa,Van Buren,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000630,Iowa,Wapello,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000631,Iowa,Warren,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000632,Iowa,Washington,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000633,Iowa,Wayne,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000634,Iowa,Webster,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000635,Iowa,Winnebago,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000636,Iowa,Winneshiek,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000637,Iowa,Woodbury,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000638,Iowa,Worth,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000639,Iowa,Wright,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000063a,Kansas,Allen,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000063b,Kansas,Anderson,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000063c,Kansas,Atchison,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000063d,Kansas,Barber,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000063e,Kansas,Barton,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000063f,Kansas,Bourbon,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000640,Kansas,Brown,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000641,Kansas,Butler,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000642,Kansas,Chase,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000643,Kansas,Chautauqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000644,Kansas,Cherokee,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000645,Kansas,Cheyenne,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000646,Kansas,Clark,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000647,Kansas,Clay,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000648,Kansas,Cloud,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000649,Kansas,Coffey,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000064a,Kansas,Comanche,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000064b,Kansas,Cowley,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000064c,Kansas,Crawford,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000064d,Kansas,Decatur,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000064e,Kansas,Dickinson,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000064f,Kansas,Doniphan,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000650,Kansas,Douglas,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000651,Kansas,Edwards,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000652,Kansas,Elk,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000653,Kansas,Ellis,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000654,Kansas,Ellsworth,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000655,Kansas,Finney,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000656,Kansas,Ford,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000657,Kansas,Franklin,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000658,Kansas,Geary,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000659,Kansas,Gove,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000065a,Kansas,Graham,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000065b,Kansas,Grant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000065c,Kansas,Gray,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000065d,Kansas,Greeley,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000065e,Kansas,Greenwood,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000065f,Kansas,Hamilton,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000660,Kansas,Harper,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000661,Kansas,Harvey,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000662,Kansas,Haskell,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000663,Kansas,Hodgeman,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000664,Kansas,Jackson,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000665,Kansas,Jefferson,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000666,Kansas,Jewell,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000667,Kansas,Johnson,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000668,Kansas,Kearny,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000669,Kansas,Kingman,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000066a,Kansas,Kiowa,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000066b,Kansas,Labette,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000066c,Kansas,Lane,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000066d,Kansas,Leavenworth,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000066e,Kansas,Lincoln,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000066f,Kansas,Linn,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000670,Kansas,Logan,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000671,Kansas,Lyon,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000672,Kansas,Marion,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000673,Kansas,Marshall,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000674,Kansas,McPherson,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000675,Kansas,Meade,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000676,Kansas,Miami,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000677,Kansas,Mitchell,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000678,Kansas,Montgomery,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000679,Kansas,Morris,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000067a,Kansas,Morton,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000067b,Kansas,Nemaha,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000067c,Kansas,Neosho,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000067d,Kansas,Ness,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000067e,Kansas,Norton,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000067f,Kansas,Osage,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000680,Kansas,Osborne,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000681,Kansas,Ottawa,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000682,Kansas,Pawnee,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000683,Kansas,Phillips,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000684,Kansas,Pottawatomie,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000685,Kansas,Pratt,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000686,Kansas,Rawlins,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000687,Kansas,Reno,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000688,Kansas,Republic,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000689,Kansas,Rice,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000068a,Kansas,Riley,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000068b,Kansas,Rooks,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000068c,Kansas,Rush,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000068d,Kansas,Russell,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000068e,Kansas,Saline,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000068f,Kansas,Scott,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000690,Kansas,Sedgwick,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000691,Kansas,Seward,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000692,Kansas,Shawnee,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000693,Kansas,Sheridan,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000694,Kansas,Sherman,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000695,Kansas,Smith,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000696,Kansas,Stafford,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000697,Kansas,Stanton,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000698,Kansas,Stevens,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000699,Kansas,Sumner,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000069a,Kansas,Thomas,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000069b,Kansas,Trego,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000069c,Kansas,Wabaunsee,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000069d,Kansas,Wallace,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000069e,Kansas,Washington,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000069f,Kansas,Wichita,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006a0,Kansas,Wilson,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006a1,Kansas,Woodson,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006a2,Kansas,Wyandotte,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006a3,Louisiana,Acadia,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006a4,Louisiana,Allen,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006a5,Louisiana,Ascension,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006a6,Louisiana,Assumption,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006a7,Louisiana,Avoyelles,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006a8,Louisiana,Beauregard,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006a9,Louisiana,Bienville,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006aa,Louisiana,Bossier,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006ab,Louisiana,Caddo,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006ac,Louisiana,Calcasieu,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006ad,Louisiana,Caldwell,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006ae,Louisiana,Cameron,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006af,Louisiana,Catahoula,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006b0,Louisiana,Claiborne,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006b1,Louisiana,Concordia,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006b2,Louisiana,De Soto,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006b3,Louisiana,East Baton Rouge,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006b4,Louisiana,East Carroll,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006b5,Louisiana,East Feliciana,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006b6,Louisiana,Evangeline,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006b7,Louisiana,Franklin,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006b8,Louisiana,Grant,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006b9,Louisiana,Iberia,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006ba,Louisiana,Iberville,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006bb,Louisiana,Jackson,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006bc,Louisiana,Jefferson,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006bd,Louisiana,Jefferson Davis,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006be,Louisiana,Lafayette,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006bf,Louisiana,Lafourche,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006c0,Louisiana,LaSalle,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006c1,Louisiana,Lincoln,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006c2,Louisiana,Livingston,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006c3,Louisiana,Madison,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006c4,Louisiana,Morehouse,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006c5,Louisiana,Natchitoches,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006c6,Louisiana,Orleans,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006c7,Louisiana,Ouachita,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006c8,Louisiana,Plaquemines,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006c9,Louisiana,Pointe Coupee,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006ca,Louisiana,Rapides,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006cb,Louisiana,Red River,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006cc,Louisiana,Richland,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006cd,Louisiana,Sabine,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006ce,Louisiana,St. Bernard,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006cf,Louisiana,St. Charles,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006d0,Louisiana,St. Helena,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006d1,Louisiana,St. James,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006d2,Louisiana,St. John the Baptist,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006d3,Louisiana,St. Landry,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006d4,Louisiana,St. Martin,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006d5,Louisiana,St. Mary,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006d6,Louisiana,St. Tammany,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006d7,Louisiana,Tangipahoa,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006d8,Louisiana,Tensas,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006d9,Louisiana,Terrebonne,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006da,Louisiana,Union,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006db,Louisiana,Vermilion,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006dc,Louisiana,Vernon,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006dd,Louisiana,Washington,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006de,Louisiana,Webster,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006df,Louisiana,West Baton Rouge,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006e0,Louisiana,West Carroll,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006e1,Louisiana,West Feliciana,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000006e2,Louisiana,Winn,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000015b,Michigan,Allegan,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000015c,Michigan,Arenac,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000015d,Michigan,Barry,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000015e,Michigan,Bay,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000015f,Michigan,Benzie,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000160,Michigan,Berrien,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000161,Michigan,Branch,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000162,Michigan,Calhoun,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000163,Michigan,Cass,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000164,Michigan,Clare,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000165,Michigan,Clinton,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000166,Michigan,Crawford,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000167,Michigan,Eaton,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000168,Michigan,Genesee,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000169,Michigan,Gladwin,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000016a,Michigan,Gratiot,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000016b,Michigan,Hillsdale,"{""type"":""MultiPoint"",""coordinates"":[]}"
