,index,NAME,result,year,0,1,2,3,4,5,6,7,8,9,10
40,40,Trinity,"[{""change"":0,""sum"":8.26789101325325E9},{""change"":1,""sum"":9636854.957832336},{""change"":2,""sum"":254701.0086669922},{""change"":3,""sum"":3903.1010208129883},{""change"":4,""sum"":58045.8586807251},{""change"":5,""sum"":2287617.5491104126},{""change"":6,""sum"":2.2439648726768494E7},{""change"":7,""sum"":1284507.3353881836},{""change"":9,""sum"":4303.415100097656},{""change"":10,""sum"":3793967.8093032837}]",2017,8267891013.25325,9636854.957832336,254701.0086669922,3903.1010208129883,58045.8586807251,2287617.5491104126,22439648.726768494,1284507.3353881836,,4303.415100097656,3793967.8093032837
41,41,Tuolumne,"[{""change"":0,""sum"":5.863352429458153E9},{""change"":1,""sum"":1.0737941101348877E7},{""change"":2,""sum"":4981959.695014954},{""change"":3,""sum"":299.83216857910156},{""change"":4,""sum"":293851.258934021},{""change"":5,""sum"":1979077.1729736328},{""change"":6,""sum"":3356806.9154815674},{""change"":7,""sum"":894302.7013931274},{""change"":9,""sum"":35380.85885620117},{""change"":10,""sum"":5168368.6873931885}]",2017,5863352429.458153,10737941.101348877,4981959.695014954,299.83216857910156,293851.258934021,1979077.1729736328,3356806.9154815674,894302.7013931274,,35380.85885620117,5168368.6873931885
42,42,Yolo,"[{""change"":0,""sum"":2.541835976202965E9},{""change"":1,""sum"":1.081113910710144E7},{""change"":2,""sum"":5.800069555886841E7},{""change"":3,""sum"":281346.3842163086},{""change"":4,""sum"":1.386638862904358E7},{""change"":5,""sum"":1.460433400870514E7},{""change"":6,""sum"":1071644.4738616943},{""change"":7,""sum"":1014887.6877746582},{""change"":8,""sum"":170481.6957244873},{""change"":9,""sum"":7810770.572319031},{""change"":10,""sum"":1471353.0554656982}]",2017,2541835976.202965,10811139.10710144,58000695.55886841,281346.3842163086,13866388.62904358,14604334.00870514,1071644.4738616943,1014887.6877746582,170481.6957244873,7810770.572319031,1471353.0554656982
43,43,Yuba,"[{""change"":0,""sum"":1.6436596141003723E9},{""change"":1,""sum"":8377627.98323822},{""change"":2,""sum"":3981559.2676086426},{""change"":3,""sum"":60724.242446899414},{""change"":4,""sum"":4390050.267303467},{""change"":5,""sum"":1907368.2278747559},{""change"":6,""sum"":1689986.5054473877},{""change"":7,""sum"":1233219.8004074097},{""change"":8,""sum"":28511.58270263672},{""change"":9,""sum"":1080723.397781372},{""change"":10,""sum"":1558295.4205703735}]",2017,1643659614.1003723,8377627.98323822,3981559.2676086426,60724.242446899414,4390050.267303467,1907368.2278747559,1689986.5054473877,1233219.8004074097,28511.58270263672,1080723.397781372,1558295.4205703735
44,44,Del Norte,"[{""change"":0,""sum"":2.6187630447308426E9},{""change"":1,""sum"":453972.3281097412},{""change"":2,""sum"":173699.09550476074},{""change"":3,""sum"":26514.92697906494},{""change"":4,""sum"":69039.83293914795},{""change"":5,""sum"":664694.4867324829},{""change"":6,""sum"":3616874.134124756},{""change"":7,""sum"":148688.34645843506},{""change"":8,""sum"":8404.693252563477},{""change"":9,""sum"":112464.2911453247},{""change"":10,""sum"":1380104.945159912}]",2018,2618763044.7308426,453972.3281097412,173699.09550476074,26514.92697906494,69039.83293914795,664694.4867324829,3616874.134124756,148688.34645843506,8404.693252563477,112464.2911453247,1380104.945159912
45,45,Humboldt,"[{""change"":0,""sum"":9.155762284644096E9},{""change"":1,""sum"":4.182448720114899E7},{""change"":2,""sum"":4.501602617564392E7},{""change"":3,""sum"":652838.2679367065},{""change"":4,""sum"":1748541.857460022},{""change"":5,""sum"":2.886618782814026E7},{""change"":6,""sum"":5812897.495193481},{""change"":7,""sum"":1025928.902267456},{""change"":8,""sum"":7304.52392578125},{""change"":9,""sum"":660191.1551971436},{""change"":10,""sum"":4173033.8625030518}]",2018,9155762284.644096,41824487.20114899,45016026.17564392,652838.2679367065,1748541.857460022,28866187.82814026,5812897.495193481,1025928.902267456,7304.52392578125,660191.1551971436,4173033.8625030518
46,46,Modoc,"[{""change"":0,""sum"":1.08418179589945E10},{""change"":1,""sum"":495560.3018722534},{""change"":2,""sum"":2907037.308128357},{""change"":3,""sum"":1021606.9817810059},{""change"":4,""sum"":9846929.549629211},{""change"":5,""sum"":3326032.1327285767},{""change"":6,""sum"":1.027524090499115E7},{""change"":7,""sum"":303782.6477279663},{""change"":8,""sum"":3634366.980506897},{""change"":9,""sum"":7839195.279182434},{""change"":10,""sum"":5313689.917808533}]",2018,10841817958.9945,495560.3018722534,2907037.308128357,1021606.9817810059,9846929.549629211,3326032.1327285767,10275240.90499115,303782.6477279663,3634366.980506897,7839195.279182434,5313689.917808533
47,47,Siskiyou,"[{""change"":0,""sum"":1.6268610508128899E10},{""change"":1,""sum"":3.9328539352249146E7},{""change"":2,""sum"":1.1213578186531067E7},{""change"":3,""sum"":4050679.605369568},{""change"":4,""sum"":2.0717662552993774E7},{""change"":5,""sum"":3.790071547798157E7},{""change"":6,""sum"":1.4868151502845764E7},{""change"":7,""sum"":4593860.644241333},{""change"":8,""sum"":2395420.98538208},{""change"":9,""sum"":1.7563534011619568E7},{""change"":10,""sum"":1.8415891906791687E7}]",2018,16268610508.128899,39328539.352249146,11213578.186531067,4050679.605369568,20717662.552993774,37900715.47798157,14868151.502845764,4593860.644241333,2395420.98538208,17563534.011619568,18415891.906791687
48,48,Alameda,"[{""change"":0,""sum"":1.861472523359352E9},{""change"":1,""sum"":1715049.0132751465},{""change"":2,""sum"":2541355.7844161987},{""change"":3,""sum"":144289.44539642334},{""change"":4,""sum"":2472878.7464752197},{""change"":5,""sum"":2293162.56085968},{""change"":6,""sum"":5477692.917190552},{""change"":7,""sum"":4.2337926933670044E7},{""change"":8,""sum"":93054.24328613281},{""change"":9,""sum"":2184120.0916671753},{""change"":10,""sum"":4347308.009384155}]",2018,1861472523.359352,1715049.0132751465,2541355.7844161987,144289.44539642334,2472878.7464752197,2293162.56085968,5477692.917190552,42337926.933670044,93054.24328613281,2184120.0916671753,4347308.009384155
49,49,Alpine,"[{""change"":0,""sum"":1.9227895760041046E9},{""change"":1,""sum"":189096.52220916748},{""change"":2,""sum"":156719.02251434326},{""change"":3,""sum"":3096.2463150024414},{""change"":4,""sum"":263486.0397644043},{""change"":5,""sum"":1190233.2276611328},{""change"":6,""sum"":36760.17997741699},{""change"":8,""sum"":1198.5320739746094},{""change"":9,""sum"":92893.48487854004},{""change"":10,""sum"":123456.34844970703}]",2018,1922789576.0041046,189096.52220916748,156719.02251434326,3096.2463150024414,263486.0397644043,1190233.2276611328,36760.17997741699,,1198.5320739746094,92893.48487854004,123456.34844970703
50,50,Amador,"[{""change"":0,""sum"":1.5581630040305786E9},{""change"":1,""sum"":2848545.8421783447},{""change"":2,""sum"":2247046.7238311768},{""change"":3,""sum"":199.9301986694336},{""change"":4,""sum"":241095.49184417725},{""change"":5,""sum"":1199572.2207183838},{""change"":6,""sum"":1896162.9321746826},{""change"":7,""sum"":1193854.518234253},{""change"":8,""sum"":1300.038459777832},{""change"":9,""sum"":112097.70747375488},{""change"":10,""sum"":1506474.1524276733}]",2018,1558163004.0305786,2848545.8421783447,2247046.7238311768,199.9301986694336,241095.49184417725,1199572.2207183838,1896162.9321746826,1193854.518234253,1300.038459777832,112097.70747375488,1506474.1524276733
51,51,Butte,"[{""change"":0,""sum"":4.2460508090652847E9},{""change"":1,""sum"":3.4510015197784424E7},{""change"":2,""sum"":1.5120115796669006E7},{""change"":3,""sum"":95650.83380126953},{""change"":4,""sum"":1.0386785813423157E7},{""change"":5,""sum"":1.0167635449272156E7},{""change"":6,""sum"":1.0330943762763977E7},{""change"":7,""sum"":2765535.906463623},{""change"":8,""sum"":251736.52130889893},{""change"":9,""sum"":5470175.138725281},{""change"":10,""sum"":8624197.606330872}]",2018,4246050809.0652847,34510015.197784424,15120115.796669006,95650.83380126953,10386785.813423157,10167635.449272156,10330943.762763977,2765535.906463623,251736.52130889893,5470175.138725281,8624197.606330872
52,52,Calaveras,"[{""change"":0,""sum"":2.6660544459108505E9},{""change"":1,""sum"":3305707.7965927124},{""change"":2,""sum"":3000117.610191345},{""change"":4,""sum"":119979.13459014893},{""change"":5,""sum"":2515433.702102661},{""change"":6,""sum"":3862193.196395874},{""change"":7,""sum"":2918782.1878814697},{""change"":8,""sum"":2999.959228515625},{""change"":9,""sum"":153681.96857452393},{""change"":10,""sum"":3687458.098182678}]",2018,2666054445.9108505,3305707.7965927124,3000117.610191345,,119979.13459014893,2515433.702102661,3862193.196395874,2918782.1878814697,2999.959228515625,153681.96857452393,3687458.098182678
53,53,Colusa,"[{""change"":0,""sum"":2.888003651942047E9},{""change"":1,""sum"":8534552.225105286},{""change"":2,""sum"":4100703.643547058},{""change"":3,""sum"":83053.09574890137},{""change"":4,""sum"":6497976.508666992},{""change"":5,""sum"":3705447.1532211304},{""change"":6,""sum"":3939992.6055526733},{""change"":7,""sum"":5.950540457009125E7},{""change"":8,""sum"":583763.9133300781},{""change"":9,""sum"":8468229.795127869},{""change"":10,""sum"":1.1529520889656067E7}]",2018,2888003651.942047,8534552.225105286,4100703.643547058,83053.09574890137,6497976.508666992,3705447.1532211304,3939992.6055526733,59505404.57009125,583763.9133300781,8468229.795127869,11529520.889656067
54,54,Contra Costa,"[{""change"":0,""sum"":1.8194117230302048E9},{""change"":1,""sum"":4095229.2859802246},{""change"":2,""sum"":3371247.359764099},{""change"":3,""sum"":247024.73707580566},{""change"":4,""sum"":5425230.736190796},{""change"":5,""sum"":3972586.64213562},{""change"":6,""sum"":1.0482652070411682E7},{""change"":7,""sum"":6.258261618572998E7},{""change"":8,""sum"":432157.07778167725},{""change"":9,""sum"":3926572.1739196777},{""change"":10,""sum"":4666334.224220276}]",2018,1819411723.0302048,4095229.2859802246,3371247.359764099,247024.73707580566,5425230.736190796,3972586.64213562,10482652.070411682,62582616.18572998,432157.07778167725,3926572.1739196777,4666334.224220276
55,55,El Dorado,"[{""change"":0,""sum"":4.595683159134659E9},{""change"":1,""sum"":1.3131064296974182E7},{""change"":2,""sum"":3736925.880760193},{""change"":3,""sum"":98310.01026153564},{""change"":4,""sum"":552433.4748077393},{""change"":5,""sum"":3578114.9946746826},{""change"":6,""sum"":4456725.281929016},{""change"":7,""sum"":1008100.649307251},{""change"":8,""sum"":20802.099884033203},{""change"":9,""sum"":201290.11589813232},{""change"":10,""sum"":4142466.789237976}]",2018,4595683159.134659,13131064.296974182,3736925.880760193,98310.01026153564,552433.4748077393,3578114.9946746826,4456725.281929016,1008100.649307251,20802.099884033203,201290.11589813232,4142466.789237976
56,56,Glenn,"[{""change"":0,""sum"":3.2266709362794876E9},{""change"":1,""sum"":8047179.86618042},{""change"":2,""sum"":4565038.48727417},{""change"":3,""sum"":101771.59516143799},{""change"":4,""sum"":6996555.47996521},{""change"":5,""sum"":3808765.393676758},{""change"":6,""sum"":4437139.030075073},{""change"":7,""sum"":1.639523877218399E8},{""change"":8,""sum"":140994.71739196777},{""change"":9,""sum"":6464819.811653137},{""change"":10,""sum"":1.1661223158164978E7}]",2018,3226670936.2794876,8047179.86618042,4565038.48727417,101771.59516143799,6996555.47996521,3808765.393676758,4437139.030075073,163952387.7218399,140994.71739196777,6464819.811653137,11661223.158164978
57,57,Lake,"[{""change"":0,""sum"":3.400069363083557E9},{""change"":1,""sum"":1.6157506814315796E7},{""change"":2,""sum"":3737615.4984436035},{""change"":3,""sum"":82665.59733581543},{""change"":4,""sum"":717165.7581939697},{""change"":5,""sum"":5984671.9820251465},{""change"":6,""sum"":2623851.0014572144},{""change"":7,""sum"":2743246.6591262817},{""change"":8,""sum"":260503.35635375977},{""change"":9,""sum"":904413.6373214722},{""change"":10,""sum"":9913905.353149414}]",2018,3400069363.083557,16157506.814315796,3737615.4984436035,82665.59733581543,717165.7581939697,5984671.9820251465,2623851.0014572144,2743246.6591262817,260503.35635375977,904413.6373214722,9913905.353149414
58,58,Lassen,"[{""change"":0,""sum"":1.1964354154621391E10},{""change"":1,""sum"":1678104.0443115234},{""change"":2,""sum"":1.1651054746963501E7},{""change"":3,""sum"":1360475.320526123},{""change"":4,""sum"":8.818045371031952E7},{""change"":5,""sum"":7.16254615232315E7},{""change"":6,""sum"":3243281.0760116577},{""change"":7,""sum"":411074.68505859375},{""change"":8,""sum"":3796616.9152679443},{""change"":9,""sum"":5.7074764376686096E7},{""change"":10,""sum"":2.16514159589386E7}]",2018,11964354154.621391,1678104.0443115234,11651054.746963501,1360475.320526123,88180453.71031952,71625461.5232315,3243281.0760116577,411074.68505859375,3796616.9152679443,57074764.376686096,21651415.9589386
59,59,Madera,"[{""change"":0,""sum"":5.406401491594597E9},{""change"":1,""sum"":6886639.995735168},{""change"":2,""sum"":567169.3083114624},{""change"":3,""sum"":94316.96141815186},{""change"":4,""sum"":2.0747441368995667E7},{""change"":5,""sum"":4296038.216499329},{""change"":6,""sum"":1.7298338541244507E7},{""change"":7,""sum"":8.053325791585541E7},{""change"":8,""sum"":28077.17417907715},{""change"":9,""sum"":3.197621813896942E7},{""change"":10,""sum"":8227728.8916397095}]",2018,5406401491.594597,6886639.995735168,567169.3083114624,94316.96141815186,20747441.368995667,4296038.216499329,17298338.541244507,80533257.91585541,28077.17417907715,31976218.13896942,8227728.8916397095
60,60,Marin,"[{""change"":0,""sum"":1.3449908578954391E9},{""change"":1,""sum"":2302761.784965515},{""change"":2,""sum"":999179.1915588379},{""change"":3,""sum"":76859.81972503662},{""change"":4,""sum"":290624.1415863037},{""change"":5,""sum"":1566799.8348388672},{""change"":6,""sum"":3492383.6872558594},{""change"":7,""sum"":2073926.059890747},{""change"":8,""sum"":255596.68446350098},{""change"":9,""sum"":763184.5333175659},{""change"":10,""sum"":3114010.89617157}]",2018,1344990857.8954391,2302761.784965515,999179.1915588379,76859.81972503662,290624.1415863037,1566799.8348388672,3492383.6872558594,2073926.059890747,255596.68446350098,763184.5333175659,3114010.89617157
61,61,Mariposa,"[{""change"":0,""sum"":3.7047349250692596E9},{""change"":1,""sum"":2697468.887084961},{""change"":2,""sum"":2614237.9280548096},{""change"":3,""sum"":18184.25170135498},{""change"":4,""sum"":688868.5629806519},{""change"":5,""sum"":5044077.0609817505},{""change"":6,""sum"":8539661.842285156},{""change"":7,""sum"":5.656965946585083E7},{""change"":9,""sum"":142774.519821167},{""change"":10,""sum"":7636476.686309814}]",2018,3704734925.0692596,2697468.887084961,2614237.9280548096,18184.25170135498,688868.5629806519,5044077.0609817505,8539661.842285156,56569659.46585083,,142774.519821167,7636476.686309814
62,62,Mendocino,"[{""change"":0,""sum"":9.06694892307611E9},{""change"":1,""sum"":5889462.082603455},{""change"":2,""sum"":5475837.372444153},{""change"":3,""sum"":15612.111671447754},{""change"":4,""sum"":672921.3615570068},{""change"":5,""sum"":5909345.129104614},{""change"":6,""sum"":3012656.601348877},{""change"":7,""sum"":1677402.7284927368},{""change"":8,""sum"":345469.84547424316},{""change"":9,""sum"":467664.9993362427},{""change"":10,""sum"":7652787.976112366}]",2018,9066948923.07611,5889462.082603455,5475837.372444153,15612.111671447754,672921.3615570068,5909345.129104614,3012656.601348877,1677402.7284927368,345469.84547424316,467664.9993362427,7652787.976112366
63,63,Merced,"[{""change"":0,""sum"":4.747643815935318E9},{""change"":1,""sum"":5590368.525276184},{""change"":2,""sum"":1208049.6460037231},{""change"":3,""sum"":355652.51948547363},{""change"":4,""sum"":4.105335813360596E7},{""change"":5,""sum"":2848778.3287734985},{""change"":6,""sum"":1.7305170416168213E7},{""change"":7,""sum"":2.4442871116638947E8},{""change"":8,""sum"":609937.4730224609},{""change"":9,""sum"":3.169461325151825E7},{""change"":10,""sum"":3.1581755381126404E7}]",2018,4747643815.935318,5590368.525276184,1208049.6460037231,355652.51948547363,41053358.13360596,2848778.3287734985,17305170.416168213,244428711.16638947,609937.4730224609,31694613.25151825,31581755.381126404
64,64,Mono,"[{""change"":0,""sum"":7.726635838490608E9},{""change"":1,""sum"":1093763.0757904053},{""change"":2,""sum"":777171.791847229},{""change"":3,""sum"":135468.26538085938},{""change"":4,""sum"":2.4292773769444275E8},{""change"":5,""sum"":1.2983443373307037E8},{""change"":6,""sum"":163391.47800445557},{""change"":7,""sum"":9662.661338806152},{""change"":8,""sum"":193050.59169769287},{""change"":9,""sum"":5142112.531929016},{""change"":10,""sum"":4635464.614463806}]",2018,7726635838.490608,1093763.0757904053,777171.791847229,135468.26538085938,242927737.69444275,129834433.73307037,163391.47800445557,9662.661338806152,193050.59169769287,5142112.531929016,4635464.614463806
65,65,Monterey,"[{""change"":0,""sum"":7.996624679914375E9},{""change"":1,""sum"":8419537.551887512},{""change"":2,""sum"":1852075.705154419},{""change"":3,""sum"":198785.62966156006},{""change"":4,""sum"":3.663518882446289E7},{""change"":5,""sum"":1.0526382719406128E7},{""change"":6,""sum"":2.5214765446472168E7},{""change"":7,""sum"":3.890469343145218E8},{""change"":8,""sum"":2295624.7317123413},{""change"":9,""sum"":3.0479438667236328E7},{""change"":10,""sum"":8.274839387349701E7}]",2018,7996624679.914375,8419537.551887512,1852075.705154419,198785.62966156006,36635188.82446289,10526382.719406128,25214765.446472168,389046934.3145218,2295624.7317123413,30479438.667236328,82748393.87349701
66,66,Napa,"[{""change"":0,""sum"":2.0144510416725006E9},{""change"":1,""sum"":2492597.113822937},{""change"":2,""sum"":2815027.286529541},{""change"":3,""sum"":87661.75067138672},{""change"":4,""sum"":2549727.282234192},{""change"":5,""sum"":3130403.2389907837},{""change"":6,""sum"":5625280.206840515},{""change"":7,""sum"":2238362.6893310547},{""change"":8,""sum"":301513.6015701294},{""change"":9,""sum"":1319152.7548980713},{""change"":10,""sum"":7387375.316055298}]",2018,2014451041.6725006,2492597.113822937,2815027.286529541,87661.75067138672,2549727.282234192,3130403.2389907837,5625280.206840515,2238362.6893310547,301513.6015701294,1319152.7548980713,7387375.316055298
67,67,Nevada,"[{""change"":0,""sum"":2.5068162031232147E9},{""change"":1,""sum"":8683456.583847046},{""change"":2,""sum"":996972.8408508301},{""change"":4,""sum"":83409.86315917969},{""change"":5,""sum"":1216514.879043579},{""change"":6,""sum"":2441308.8305511475},{""change"":7,""sum"":341956.7703781128},{""change"":9,""sum"":17300.610816955566},{""change"":10,""sum"":1529590.85105896}]",2018,2506816203.1232147,8683456.583847046,996972.8408508301,,83409.86315917969,1216514.879043579,2441308.8305511475,341956.7703781128,,17300.610816955566,1529590.85105896
68,68,Placer,"[{""change"":0,""sum"":3.8493283541059723E9},{""change"":1,""sum"":1.6711052622421265E7},{""change"":2,""sum"":8734169.655181885},{""change"":3,""sum"":2200.674903869629},{""change"":4,""sum"":1924121.170639038},{""change"":5,""sum"":2254669.3450317383},{""change"":6,""sum"":5125343.033630371},{""change"":7,""sum"":3105537.281967163},{""change"":8,""sum"":23707.466758728027},{""change"":9,""sum"":1040165.1907577515},{""change"":10,""sum"":2567218.5380477905}]",2018,3849328354.1059723,16711052.622421265,8734169.655181885,2200.674903869629,1924121.170639038,2254669.3450317383,5125343.033630371,3105537.281967163,23707.466758728027,1040165.1907577515,2567218.5380477905
69,69,Plumas,"[{""change"":0,""sum"":6.754039792939629E9},{""change"":1,""sum"":2161841.42477417},{""change"":2,""sum"":2207047.768333435},{""change"":3,""sum"":1259920.6602630615},{""change"":4,""sum"":259268.12225341797},{""change"":5,""sum"":4880579.508743286},{""change"":6,""sum"":678407.1489257812},{""change"":7,""sum"":125398.1964187622},{""change"":8,""sum"":145733.4056854248},{""change"":9,""sum"":2165409.992713928},{""change"":10,""sum"":891306.4617462158}]",2018,6754039792.939629,2161841.42477417,2207047.768333435,1259920.6602630615,259268.12225341797,4880579.508743286,678407.1489257812,125398.1964187622,145733.4056854248,2165409.992713928,891306.4617462158
70,70,Sacramento,"[{""change"":0,""sum"":2.490160872513527E9},{""change"":1,""sum"":7041598.1317977905},{""change"":2,""sum"":8510373.52898407},{""change"":3,""sum"":36312.60606384277},{""change"":4,""sum"":1.179964409199524E7},{""change"":5,""sum"":5063263.552932739},{""change"":6,""sum"":4991439.731758118},{""change"":7,""sum"":6156863.037773132},{""change"":8,""sum"":129649.63056182861},{""change"":9,""sum"":7750463.211112976},{""change"":10,""sum"":5149630.340080261}]",2018,2490160872.513527,7041598.1317977905,8510373.52898407,36312.60606384277,11799644.09199524,5063263.552932739,4991439.731758118,6156863.037773132,129649.63056182861,7750463.211112976,5149630.340080261
71,71,San Benito,"[{""change"":0,""sum"":3.2982570574646225E9},{""change"":1,""sum"":998819.2543334961},{""change"":2,""sum"":1018569.190498352},{""change"":3,""sum"":11803.549140930176},{""change"":4,""sum"":1.2335362665107727E7},{""change"":5,""sum"":4237945.554756165},{""change"":6,""sum"":1.2870213007530212E7},{""change"":7,""sum"":1.9584647411827087E8},{""change"":8,""sum"":276443.92095184326},{""change"":9,""sum"":4460994.174507141},{""change"":10,""sum"":7.100300075306702E7}]",2018,3298257057.4646225,998819.2543334961,1018569.190498352,11803.549140930176,12335362.665107727,4237945.554756165,12870213.007530212,195846474.11827087,276443.92095184326,4460994.174507141,71003000.75306702
72,72,San Francisco,"[{""change"":0,""sum"":1.2109492017719269E8},{""change"":1,""sum"":196245.6558151245},{""change"":2,""sum"":99572.88274383545},{""change"":4,""sum"":50737.930114746094},{""change"":5,""sum"":74154.80374145508},{""change"":6,""sum"":473251.8300552368},{""change"":7,""sum"":72553.19384765625},{""change"":8,""sum"":100.07254028320312},{""change"":9,""sum"":78457.7561416626},{""change"":10,""sum"":162519.61185455322}]",2018,121094920.17719269,196245.6558151245,99572.88274383545,,50737.930114746094,74154.80374145508,473251.8300552368,72553.19384765625,100.07254028320312,78457.7561416626,162519.61185455322
73,73,San Joaquin,"[{""change"":0,""sum"":3.496010735901947E9},{""change"":1,""sum"":3.08225131665802E7},{""change"":2,""sum"":4381608.324211121},{""change"":3,""sum"":286399.1803665161},{""change"":4,""sum"":3.4047710359954834E7},{""change"":5,""sum"":6506502.352600098},{""change"":6,""sum"":1.9070664724983215E7},{""change"":7,""sum"":6.1875993488082886E7},{""change"":8,""sum"":101831.72626495361},{""change"":9,""sum"":3.2998130210395813E7},{""change"":10,""sum"":8626616.455627441}]",2018,3496010735.901947,30822513.1665802,4381608.324211121,286399.1803665161,34047710.359954834,6506502.352600098,19070664.724983215,61875993.488082886,101831.72626495361,32998130.210395813,8626616.455627441
74,74,San Mateo,"[{""change"":0,""sum"":1.1553621063445358E9},{""change"":1,""sum"":1050057.0495376587},{""change"":2,""sum"":662476.1101379395},{""change"":3,""sum"":21615.213958740234},{""change"":4,""sum"":280802.2474746704},{""change"":5,""sum"":771948.0476455688},{""change"":6,""sum"":1.3007940924072266E7},{""change"":7,""sum"":1066069.871635437},{""change"":8,""sum"":10607.500282287598},{""change"":9,""sum"":570613.9818649292},{""change"":10,""sum"":1744854.749671936}]",2018,1155362106.3445358,1050057.0495376587,662476.1101379395,21615.213958740234,280802.2474746704,771948.0476455688,13007940.924072266,1066069.871635437,10607.500282287598,570613.9818649292,1744854.749671936
75,75,Santa Clara,"[{""change"":0,""sum"":3.313750917621895E9},{""change"":1,""sum"":2832183.5509643555},{""change"":2,""sum"":2505059.5526657104},{""change"":3,""sum"":94459.5692062378},{""change"":4,""sum"":3339553.3878936768},{""change"":5,""sum"":1757907.8437423706},{""change"":6,""sum"":1.3841261356063843E7},{""change"":7,""sum"":1.5648651751403809E7},{""change"":8,""sum"":116666.30508422852},{""change"":9,""sum"":3530074.8521881104},{""change"":10,""sum"":3802202.228981018}]",2018,3313750917.621895,2832183.5509643555,2505059.5526657104,94459.5692062378,3339553.3878936768,1757907.8437423706,13841261.356063843,15648651.751403809,116666.30508422852,3530074.8521881104,3802202.228981018
76,76,Santa Cruz,"[{""change"":0,""sum"":1.1370349008042145E9},{""change"":1,""sum"":2402937.5533981323},{""change"":2,""sum"":541398.5223388672},{""change"":3,""sum"":700.4488830566406},{""change"":4,""sum"":5498489.218795776},{""change"":5,""sum"":345898.9775772095},{""change"":6,""sum"":4105346.6076812744},{""change"":7,""sum"":757525.57787323},{""change"":8,""sum"":200.10395050048828},{""change"":9,""sum"":4353606.362258911},{""change"":10,""sum"":713699.9318313599}]",2018,1137034900.8042145,2402937.5533981323,541398.5223388672,700.4488830566406,5498489.218795776,345898.9775772095,4105346.6076812744,757525.57787323,200.10395050048828,4353606.362258911,713699.9318313599
77,77,Shasta,"[{""change"":0,""sum"":9.86537923607811E9},{""change"":1,""sum"":2.4942520744674683E7},{""change"":2,""sum"":9528443.381286621},{""change"":3,""sum"":33314.071632385254},{""change"":4,""sum"":1948294.0815353394},{""change"":5,""sum"":1.8510192659973145E7},{""change"":6,""sum"":1.631563301687622E7},{""change"":7,""sum"":9012709.859924316},{""change"":8,""sum"":876452.4564743042},{""change"":9,""sum"":2416010.828430176},{""change"":10,""sum"":1.5778737009239197E7}]",2018,9865379236.07811,24942520.744674683,9528443.381286621,33314.071632385254,1948294.0815353394,18510192.659973145,16315633.01687622,9012709.859924316,876452.4564743042,2416010.828430176,15778737.009239197
78,78,Sierra,"[{""change"":0,""sum"":2.48793788145298E9},{""change"":1,""sum"":232039.16579437256},{""change"":2,""sum"":297319.8747329712},{""change"":3,""sum"":163524.8318786621},{""change"":4,""sum"":290640.07194519043},{""change"":5,""sum"":1343732.1453933716},{""change"":6,""sum"":96363.68885040283},{""change"":8,""sum"":299060.19791412354},{""change"":9,""sum"":1073248.7920074463},{""change"":10,""sum"":262879.0728302002}]",2018,2487937881.45298,232039.16579437256,297319.8747329712,163524.8318786621,290640.07194519043,1343732.1453933716,96363.68885040283,,299060.19791412354,1073248.7920074463,262879.0728302002
79,79,Solano,"[{""change"":0,""sum"":2.1366730225293274E9},{""change"":1,""sum"":7960909.585166931},{""change"":2,""sum"":6750431.591499329},{""change"":3,""sum"":837584.0690078735},{""change"":4,""sum"":4993660.226676941},{""change"":5,""sum"":7373645.132591248},{""change"":6,""sum"":5311916.1061935425},{""change"":7,""sum"":1.2194098460861206E7},{""change"":8,""sum"":1523427.7496032715},{""change"":9,""sum"":6359279.050445557},{""change"":10,""sum"":7268546.689414978}]",2018,2136673022.5293274,7960909.585166931,6750431.591499329,837584.0690078735,4993660.226676941,7373645.132591248,5311916.1061935425,12194098.460861206,1523427.7496032715,6359279.050445557,7268546.689414978
80,80,Sonoma,"[{""change"":0,""sum"":4.0550526977776794E9},{""change"":1,""sum"":7942010.434333801},{""change"":2,""sum"":6716625.000091553},{""change"":3,""sum"":105479.35911560059},{""change"":4,""sum"":4619375.234039307},{""change"":5,""sum"":4413089.721710205},{""change"":6,""sum"":1.5010523960861206E7},{""change"":7,""sum"":5901280.456939697},{""change"":8,""sum"":282813.9697647095},{""change"":9,""sum"":6357547.750213623},{""change"":10,""sum"":8918845.937095642}]",2018,4055052697.7776794,7942010.434333801,6716625.000091553,105479.35911560059,4619375.234039307,4413089.721710205,15010523.960861206,5901280.456939697,282813.9697647095,6357547.750213623,8918845.937095642
81,81,Stanislaus,"[{""change"":0,""sum"":3.715131745662796E9},{""change"":1,""sum"":1.4320703353599548E7},{""change"":2,""sum"":3334310.2064971924},{""change"":3,""sum"":125619.01161956787},{""change"":4,""sum"":1.565036002003479E7},{""change"":5,""sum"":3030016.3396606445},{""change"":6,""sum"":1.3428559399307251E7},{""change"":7,""sum"":1.2571315679831696E8},{""change"":8,""sum"":56503.84826660156},{""change"":9,""sum"":2.196677579649353E7},{""change"":10,""sum"":9209114.403656006}]",2018,3715131745.662796,14320703.353599548,3334310.2064971924,125619.01161956787,15650360.02003479,3030016.3396606445,13428559.399307251,125713156.79831696,56503.84826660156,21966775.79649353,9209114.403656006
